"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"38, 39...","Wolf spider","38, 39...","38, 39 …","38, 39...","38, 39...","38, 39...","38, 39...","38、39……","38, 39…","38、39……"
"40! That's all of them!","Wolf spider","40! That's all of them!","40! Das sind alle.","40 ! Elles sont toutes là !","40! Ecco, sono tutti!","40! Hau zen azkena!","40! Все на месте!","40！　みんな そろったわ！","40! Estão todas aqui!","40！他们都在这里了！"
"If I never see another bird, it'll be too soon!","Wolf spider","If I never see another bird, it'll be too soon!","Ich bin froh, wenn ich so schnell keinen Vogel mehr sehen muss!","Je croise les pattes pour ne plus jamais voir cet oiseau de malheur !","Spero di non vedere più un pennuto in tutta la mia vita!","Inoiz gehiago txoririk ez ikustea espero dut!","Надеюсь, я больше никогда не увижу эту птицу!","もう ぜったい、鳥なんかに会いたくないわ！","Espero nunca mais ver outro pássaro na minha frente!","希望再也不会碰到另一只鸟了！"
"Thank you so much for helping me find these little rascals.","Wolf spider","Thank you so much for helping me find these little rascals.","Vielen Dank, dass du mir bei der Suche nach den kleinen Schlingeln geholfen hast!","Merci infiniment d'avoir sauvé mes petites chipies.","Grazie per avermi aiutato a ritrovare questi birichini.","Milesker bihurri hauek bilatzen laguntzeagatik.","Спасибо огромное, что помогла мне найти этих маленьких непосед.","うちのイタズラっ子たちを見つけてくれて、本当に ありがとう。","Muito obrigada por me ajudar a encontrar essas pestinhas.","太感谢你帮我找回这些小捣蛋蛛了。"
"If you ever need help, you just call, okay?","Wolf spider","If you ever need help, you just call, okay?","Wenn du mal Hilfe brauchst, melde dich einfach, okay?","N'hésite pas à m'appeler si tu as besoin d'aide, d'accord ?","Se mai ti servisse aiuto, chiamami, d'accordo?","Inoiz laguntza behar baduzu, deitu besterik ez duzu, ados?","Если тебе когда-нибудь понадобится помощь, просто скажи.","たすけが ひつようなら、いつでも声をかけてね。","Se algum dia precisar de ajudar, é só pedir, ok?","如果你需要帮忙的话，告诉我一声，好吗？"
"Thanks again for helping me find these little rascals.","Wolf spider","Thanks again for helping me find these little rascals.","Noch mal danke, dass du mir geholfen hast, die kleinen Schlingel zu finden.","Encore merci d'avoir sauvé mes petites chipies.","Grazie ancora per avermi aiutato a trovare questi birichini.","Milesker berriro bihurri hauek bilatzen laguntzeagatik.","Спасибо еще раз, что помогла отыскать моих маленьких непосед.","うちのイタズラっ子たちを見つけてくれて かさねがさね ありがとう。","Obrigada novamente por me ajudar a encontrar essas pestinhas.","再次感谢你帮我找回这些小捣蛋蛛。"
"Hey there little spider!","Michael the beetle","Hey there little spider!","Hallihallo, kleine Spinne!","Salut, petite araignée !","Ehilà, ragnetta!","Iepa, armiarmatxo!","Привет, паучок!","やあ、チビグモちゃん！","Olá, aranhinha!","嗨，小蛛儿！"
"You heard about dung?","Michael the beetle","You heard about dung?","Hast du schon mal von Mist gehört?","Tu connais la bouse ?","Mai sentito parlare di sterco?","Dastatu duzu inoiz gorotzik?","Ты знаешь, что такое навоз?","フンって知ってるか？","Alguém já te falou sobre as maravilhas do esterco?","你听说过粪便吗？"
"Tasty, nutritious, and burns extra hot!","Michael the beetle","Tasty, nutritious, and burns extra hot!","Lecker, nahrhaft und brennt besonders heiß.","C'est bon, c'est nourrissant, et en plus ça brûle super bien !","È buono, nutriente e brucia che è un piacere!","Zaporetsua da, nutritiboa, eta berebiziko indarra ematen dizu!","Он вкусный, питательный и отлично горит!","うまい。えいようたっぷり。よく もえる！","Eles são saborosos, nutritivos e queimam com bastante intensidade!","美味又有营养，而且烧起来火特别旺！"
"You want some?","Michael the beetle","You want some?","Willst du welchen?","Tu en veux ?","Ne vuoi un po'?","Pixka bat nahi?","Хочешь?","ほしいかい？","Quer uma amostra?","你想要一些？"
"Well you're in luck! We've got some friends with loads of dung to share!","Michael the beetle","Well you're in luck! We've got some friends with loads of dung to share!","Da hast du Glück! Freunde von uns haben genug Mist. Die geben bestimmt welchen ab!","Eh bien t'as du bol ! J'ai des amis qui ont plein de bouse à partager !","È il tuo giorno fortunato! Abbiamo degli amici che ne hanno a tonnellate!","Tira, zorteko zaude! Zurekin partekatzeko gorotz mordoa duten lagun batzuk ezagutzen ditut!","Тебе повезло! У нас есть друзья, которые могут поделиться с тобой навозом!","なら ちょうどいい！　なかまたちの ところで、フンが たくさん あまっててな。","Então está com sorte! Tenho uns amigos com grandes quantidades de esterco pra compartilhar!","那你可走运了！我们的朋友们有好多粪便可以分享！"
"Just... uhh... not here...","Michael the beetle","Just... uhh... not here...","Allerdings, äh … nicht hier.","Mais, euh... Ils sont pas là...","Però... ecco... non qui.","Baina... eee... ez dira hemen bizi...","Только... э-э-э... не здесь...","だが……その……ここには ないんだ……","Só que… uhh… eles não estão aqui…","只是……呃……不在这里……"
"Its up the hill a fair way.","Michael the beetle","Its up the hill a fair way.","Ist ein ganzes Stück den Hügel rauf.","Ils sont plus loin, en haut de la colline.","Là, su quella collina laggiù.","Maldan gora dexente igota bizi dira.","Они живут высоко на вершине холма.","おかの だいぶ高いところに ある。","Eles tão lá na colina, há uma boa distância daqui.","他们在山上，还要走一段距离。"
"And, well, there's one small problem with getting up there...","Michael the beetle","And, well, there's one small problem with getting up there...","Und, na ja, wir stecken irgendwie in der Klemme …","Ah, et il y a un petit problème pour grimper...","E, beh, abbiamo un piccolo problema a raggiungerla...","Eta, tira, arazotxo bat dago hara igotzea eragozten duena...","И попасть туда, так сказать, немного проблематично...","しかも その……そこに行くまでには ちょいと もんだいが……","Mas há um pequeno problema em subir até lá em cima…","而且，那个，要去那里还有个小问题……"
"Oh get to the point, Michael!","Wendy the beetle","Oh get to the point, Michael!","Oh, komm zur Sache, Michael!","Oh, accouche Michael !","Oh, arriviamo al punto, Michael!","Oi, harira, Michael!","Майкл, да говори уже!","ああ！　まだるっこしいね マイケル！","Ah, desembucha logo, Michael!","哎呀，快说重点，迈克尔！"
"Look, we need to get across these puddles, and I broke my wing a while back.","Wendy the beetle","Look, we need to get across these puddles, and I broke my wing a while back.","Wir müssen über diese Pfützen dort, aber ich habe mir vor einer Weile den Flügel gebrochen.","En fait, il faut qu'on traverse ces flaques, mais je me suis cassé une aile, il y a quelque temps.","Ascolta, queste pozze ci bloccano la strada e tempo fa mi sono rotta un'ala.","Hara, putzu hauek zeharkatu behar ditugu nahitaez, baina hegala hautsia daukat.","Смотри, нам нужно перебраться через эти лужи, а я когда-то сломал крыло.","水たまりを こえなきゃ ならないんだ。でも あたしは さいきん、羽を いためちゃったんだよ。","Precisamos atravessar essas poças, só que eu quebrei a asa alguns dias atrás.","是这样，我们要穿过那些水坑，但是我的翅膀之前受伤了。"
"No flying means we're in need of a walking based solution.","Wendy the beetle","No flying means we're in need of a walking based solution.","Ich kann nicht fliegen und jetzt brauchen wir einen Weg, sie per pedes zu überqueren.","Donc il faut qu'on trouve un moyen de traverser à patte.","Indi per cui, l'unica cosa che posso fare è camminare.","Hegan egin ezin dudanez, oinezko bide bat bilatu beharko dugu.","Раз мы не можем лететь, нужно найти решение для пешеходов.","とべないなら、歩いて なんとかしなきゃ ならない。","Sem poder voar, vou precisar de uma solução alternativa.","不能飞意味着我们需要步行解决方案。"
"Think you could use your fancy web skills to string us a bridge outa them sticks?","Wendy the beetle","Think you could use your fancy web skills to string us a bridge outa them sticks?","Meinst du, du könntest mit deinen schicken Netzen aus den Stöcken eine Brücke für uns bauen?","Peut-être pourrais-tu te servir de ton talent de tisserande pour bâtir un pont entre ces poteaux ?","Non è che potresti costruirci un ponte usando la tua straordinaria abilità con le ragnatele e quei rametti là?","Zer diozu, zure ehule gaitasunekin eta makila horiekin zubi bat eraiki dezakezu?","Сможешь сплести паутину и построить для нас мост из веток?","あんたの すてきな糸と そこらの ぼうを つかって はしを作ってくれないかい？","Será que consegue usar suas teias pra tecer uma ponte usando aqueles gravetos?","你能不能用你华丽的织网技术，拿那些树枝帮我们串一座桥？"
"Help the beetles cross the puddles","Journal quest text","Help the beetles cross the puddles","Hilf den Käfern über die Pfützen","Aide les coléoptères à traverser les flaques","Aiuta gli scarabei ad attraversare le pozze","Lagundu kakalardoei putzuak zeharkatzen","Перевести жуков через лужи","フンコロガシが水たまりを こえるのを てつだう","Ajude o besouro a atravessar as poças","帮助这些甲虫穿过水坑"
"Have you fixed up a bridge for us?","Wendy the beetle","Have you fixed up a bridge for us?","Hast du eine Brücke für uns gebaut?","Tu as réussi à nous créer un pont ?","Sei riuscita a costruire un ponte?","Guretzako zubia eraiki duzu?","Как там мост?","はしを作ってくれたかい？","Já construiu a ponte pra gente?","你已经帮我们造好桥了？"
"Oh well, you take your time.","Wendy the beetle","Oh well, you take your time.","Oh, tja, nur keine Eile.","Pas de souci, prends ton temps.","Va bene, prenditi il tempo che ti serve.","Oh, ongi da, hartu behar duzun astia.","Ну, ничего, не торопись.","ああ、まあ、ゆっくりで いいよ。","Tudo bem, leve o tempo que precisar.","哦，慢慢来。"
"We ain't in any rush.","Wendy the beetle","We ain't in any rush.","Wir haben es nicht eilig.","On n'est pas pressés.","Noi non abbiamo fretta.","Ez daukagu batere presarik.","Нам не к спеху.","いそいでないしね。","Não estamos com pressa.","我们不着急。"
"Let's give this a go then!","Wendy the beetle","Let's give this a go then!","Dann probieren wir’s mal aus!","Voyons ce que ça donne !","Facciamo un tentativo, allora!","Proba dezagun, bada!","Давайте попробуем!","よし。いってみようじゃないか！","Vamos experimentar então!","那我们就试一下吧！"
"Well, that was a bit rocky for my tastes.","Wendy the beetle","Well, that was a bit rocky for my tastes.","Nun, das war ein bisschen zu holprig für meinen Geschmack.","Disons que ça tanguait un peu trop à mon goût.","Beh, è un po' troppo traballante per i miei gusti.","Oi ez, bide hori malkartsuegia da niretzako.","Ох, что-то у нас не задалось.","うーん。だいぶグラついたねえ。","Hum… um pouco capenga demais pro meu gosto.","对我来说有点太难了。"
"Cheers for trying though!","Wendy the beetle","Cheers for trying though!","Aber danke, dass du es versucht hast!","Mais je te félicite pour tes efforts !","Grazie per averci provato, comunque!","Baina eskerrik asko saiatzeagatik!","Но попытка была хорошей!","でも がんばってくれて ありがとう！","Mas foi uma tentativa válida!","但还是要感谢你的尝试！"
"Let us know if you wanna give it another try.","Wendy the beetle","Let us know if you wanna give it another try.","Sag Bescheid, wenn du es noch mal probieren willst.","Préviens-nous si tu veux réessayer.","Avvisaci se vuoi fare un altro tentativo.","Esaguzu beste saiakerarik egiten baduzu.","Дай нам знать, если захочешь попробовать еще раз.","もう 1 回ためしたいなら いつでも声を かけておくれ。","Nos avise se quiser tentar outra vez.","要是你想再试一次，就告诉我们。"
"Well thank you so much little spider!","Wendy the beetle","Well thank you so much little spider!","Oh, vielen Dank, kleine Spinne!","Merci beaucoup, petite araignée !","Beh, grazie mille ragnetta!","Eskerrik asko, armiarmatxo!","Паучок, большое тебе спасибо!","ありがとね。チビグモちゃん！","Ah, muito obrigada, aranhinha!","太感谢你了，小蛛儿！"
"We can head on up now... after a little rest.","Wendy the beetle","We can head on up now... after a little rest.","Jetzt können wir weiter nach oben … nach einer kleinen Pause.","Nous allons pouvoir continuer, maintenant... après un peu de repos.","Ora possiamo proseguire... dopo esserci riposati un po'.","Orain gorantz abia gaitezke... atsedenalditxo baten ostean.","Можем начать подниматься. Надо только немного отдохнуть.","これで おかを のぼれるよ……その前に ちょっと きゅうけい。","Agora podemos subir a colina… mas não antes de descansar um pouco.","我们可以继续前进了……但是要先休息一下。"
"We won't beat you to the top, but you'll see our friends!","Wendy the beetle","We won't beat you to the top, but you'll see our friends!","Wir werden nicht vor dir oben ankommen, aber du wirst unsere Freunde sehen.","Tu arriveras au sommet bien avant nous, mais tu y rencontreras nos amis !","Di sicuro arriverai prima di noi, ma riconoscerai i nostri amici!","Ez gara zurekin igoko goraino, baina bertan aurkituko dituzu gure lagunak!","Мы не сможем добраться с тобой до вершины, но ты найдешь наших друзей!","てっぺんにつくのは あんたのほうが早いだろうね。あたしたちの なかまに よろしく言っとくれ！","Não vamos subir com você, mas você encontrará nossos amigos!","我们是不可能比你先到山顶了，但是你会见到我们的朋友们！"
"You tell em Wendy and Michael sent you.","Wendy the beetle","You tell em Wendy and Michael sent you.","Sag ihnen einfach, dass Wendy und Michael dich schicken.","Dis-leur que tu viens de la part de Wendy et Michael.","Basta che tu gli dica che ti mandano Wendy e Michael.","Esaiezu Wendy eta Michaelen partez zoazela.","Скажи им, что ты от Венди и Майкла.","ウェンディとマイケルの しょうかいだって言えばいい。","É só falar que veio em nome da Wendy e do Michael.","告诉他们是温蒂和迈克尔让你去的。"
"They'll be able to get you all the dung you need!","Wendy the beetle","They'll be able to get you all the dung you need!","Sie werden dir so viel Mist geben, wie du brauchst.","Ils pourront te donner autant de bouse que tu veux !","Ti daranno tutto lo sterco di cui hai bisogno!","Behar duzun beste gorotz eman ahalko dizute!","Они дадут тебе столько навоза, сколько нужно!","ひつようなだけ フンを わけてもらえるよ！","Eles vão te dar todo o esterco que quiser!","你需要多少粪便他们都能给你！"
"Thank you friend!","Michael the beetle","Thank you friend!","Danke, Kumpel!","Merci, l'amie !","Grazie, amica!","Milesker, lagun!","Спасибо, друг!","ありがとよ！","Muito obrigado, amiguinha!","谢谢你，朋友！"
"You should head up to the top of the hill n' get yourself some dung!","Michael the beetle","You should head up to the top of the hill n' get yourself some dung!","Du solltest oben auf den Hügel gehen und dir ein bisschen Mist besorgen.","Tu ferais mieux de rejoindre le sommet si tu veux obtenir ta bouse !","Fossi in te correrei in cima alla collina a prendere un po' di sterco!","Infernuko maldaren gaineraino abiatu beharko zenuke, eta zuretzako gorotz apur bat eskuratu!","Отправляйся на вершину холма и добудь навоз!","さあ、おかの上に行って フンを手に入れな！","Você devia subir a colina e pegar um pouco de esterco!","你可以直接去山顶搞一些粪便！"
"Can't go wrong with dung!","Michael the beetle","Can't go wrong with dung!","Mit Mist kann man nichts falsch machen!","La bouse, y'a que ça de vrai !","Con lo sterco non si sbaglia mai!","Gorotza lortuz gero, ez duzu hutsik egingo!","Навоз не подведет!","フンがありゃ なんでも だいじょうぶだ！","Um esterquinho não faz mal a ninguém!","粪便永远不会让你失望！"
"Howdy, spider!","Beetle mother","Howdy, spider!","Tagchen, Spinne!","Bien le bonjour, araignée !","Ehilà, ragnetta!","Zer moduz, armiarmatxo!","Здорово, паучок!","ちょうしは どうだい。チビグモちゃん！","Como vai, aranhinha?!","你好，蜘蛛！"
"Wendy and Mike sent you did they?","Beetle mother","Wendy and Mike sent you did they?","Wendy und Mike haben dich geschickt, ja?","C'est Wendy et Michael qui t'envoient ?","Ti mandano Wendy e Mike?","Wendy eta Mikeren partez zatoz, ezta?","Тебя прислали Венди и Майк?","ウェンディとマイクの しょうかいだって？","A Wendy e o Mike enviaram você, certo?","温蒂和迈克让你来的？"
"You must be here for the bounty of dung!","Beetle mother","You must be here for the bounty of dung!","Dann bist du bestimmt wegen des vielen Mists hier!","J'imagine que tu viens profiter de notre abondance de bouse !","Allora sei qui per lo sterco!","Gorotz bila zatoz zu ere?","Ты, наверное, пришла за горой навоза?","フンが ほしいんだな！","Deve ter vindo aqui pra buscar esterco!","你肯定是为了这里丰富的粪便而来的！"
"We got some for ya right on over here.","Beetle father","We got some for ya right on over here.","Wir haben welchen für dich – gleich hier.","On en a justement à te donner.","Ce n'è un po' per te proprio lì.","Zuretzako pilotxo bat daukagu hemen gordeta.","У нас как раз накопилось достаточно.","ここに ちょうど あるぞ。","Tem um lote bem aqui pra você.","我们可以给你一些，就在那边。"
"Only problem is this dung is a little TOO comforting.","Beetle mother","Only problem is this dung is a little TOO comforting.","Allerdings ist der Mist einfach UNGLAUBLICH bequem.","Le souci, c'est que cette bouse est un peu TROP confortable.","L'unico problema è che un po' TROPPO accogliente.","Arazo bakarra da gorotza HAIN dela erosoa...","Но есть одна проблема: этот навоз СЛИШКОМ хорош.","ただ このフンは ちょーっと よすぎるみたいでね……","Só tem um problema: esse esterco tá confortável DEMAIS!","唯一的问题是，那堆粪便有点过于舒适了。"
"Our lazy son is simply refusing to leave the ball!","Beetle mother","Our lazy son is simply refusing to leave the ball!","Unser fauler Sohn weigert sich doch tatsächlich, den Klumpen zu verlassen.","Notre paresseux de fils ne veut plus en sortir !","Quel pigrone di nostro figlio non vuole saperne di staccarsene!","Gure seme nagiak uko egiten dio bola askatzeari!","Наш сынок-лентяй отказывается вылезать из навозного шарика!","うちの ぐうたらむすこが、中に入ったまんま、出てこようと しないんだ！","O preguiçoso do meu filho tá se recusando a sair da bola!","我们的懒虫儿子根本不愿意离开粪球！"
"It's so hot out there! Why would I want to leave?","Teen beetle","It's so hot out there! Why would I want to leave?","Da draußen ist es so heiß! Was hab ich davon, wenn ich hier rauskomme?","Mais il fait trop chaud dehors ! Qu'est-ce que j'irais faire là-bas ?","Ma fa così caldo! Perché dovrei staccarmi?","Kanpoan egiten duen bero sargoriarekin... zergatik utzi beharko nuke bola?","Тут так тепло! Почему я должен отсюда уходить?","外は あついだろ！　どうして出なきゃ いけないんだよ？","Mas tá tão quentinho! Por que eu sairia daqui?","外面太热了！我为什么要离开？"
"Little spider, It's all yours if you can convince him to get out and see a bit of the world.","Beetle mother","Little spider, It's all yours if you can convince him to get out and see a bit of the world.","Kleine Spinne, wenn du ihn dazu bringst, rauszukommen und etwas von der Welt zu sehen, gehört der Klumpen dir.","Petite araignée, cette bouse est à toi si tu arrives à le convaincre d'en sortir et d'explorer un peu le monde extérieur.","Ragnetta, convinci nostro figlio a vedere un po' il mondo e quello sterco è tutto tuo.","Armiarmatxo, hortik atera eta mundua ezagutzeko konbentzitzen baduzu, bola zurea da.","Паучок, можешь забирать навоз, если сумеешь убедить нашего сыночка вылезти и пойти посмотреть мир.","チビグモちゃん。外の せかいに 出るように うちの子を せっとくして おくれ。そしたら このフンは まるっと あげるよ。","Aranhinha, a bola é toda sua se conseguir convencer ele a sair e explorar o mundo lá fora.","小蛛儿，如果你能劝他出来见见世面，这些粪便就都是你的了。"
"Go on... give it a little push!","Beetle father","Go on... give it a little push!","Na los, gib ihm einen kleinen Schubs!","Allez... on compte sur toi pour le pousser un peu !","Dai... basta una spintarella!","Aurrera... eman bultzadatxo bat!","Давай... подтолкни его немного!","ちょいと おしてみてくれ！","Vai… dá um empurrãozinho!","去吧……稍微去推动一下！"
"Little spider, you're back!","Beetle mother","Little spider, you're back!","Kleine Spinne, du bist wieder da!","Te revoilà, petite araignée !","Ragnetta, sei tornata!","Armiarmatxo, itzuli zara!","Паучок, ты вернулась!","チビグモちゃん。また会ったね！","Aranhinha, você voltou!","小蛛儿，你回来了！"
"We can't thank you enough for helping our son find his feet.","Beetle mother","We can't thank you enough for helping our son find his feet.","Vielen Dank, dass du unserem Sohn auf die Füße geholfen hast.","Nous ne te remercierons jamais assez d'avoir aidé notre fils à sortir de sa boule.","Non sappiamo come ringraziarti per aver aiutato nostro figlio.","Bihotzez eskertzen dizugu semea zentzatzen laguntzeagatik.","Даже не знаем, как тебя отблагодарить за то, что ты помогла нашему сыну найти себя.","むすこを自立させてくれて ありがとう。","Nem sei como agradecer por ter ajudado o nosso filho a tomar jeito.","你帮我们儿子学会独立生活了，真是感激不尽。"
"We miss him of course, but we're so glad he has good friends like you.","Beetle mother","We miss him of course, but we're so glad he has good friends like you.","Natürlich vermissen wir ihn, aber wir sind froh, dass er Freunde wie dich hat.","Il va nous manquer bien sûr, mais nous sommes heureux qu'il ait de bons amis comme toi.","Certo, ci manca, ma siamo felici che abbia buoni amici come te su cui contare.","Bere falta sumatzen dugu, noski, baina pozgarria da zu moduko lagun onak dituela jakitea.","Мы, конечно, по нему скучаем, но мы так рады, что теперь у него есть такие хорошие друзья, как ты.","あの子がいなくなったのは さびしいけれど、あんたみたいな なかまが いるなら あんしんだ。","Sentimos falta dele, mas também estamos felizes que ele tenha encontrado amigos tão legais.","我们当然很想他，但我们也很开心他能交到像你一样的好朋友。"
"Tell him to come visit when he has time, Okay?","Beetle father","Tell him to come visit when he has time, Okay?","Sag ihm, er soll uns besuchen, wenn er Zeit hat, okay?","Dis-lui de venir nous rendre visite à l'occasion, d'accord ?","Digli di venirci a trovare ogni tanto, OK?","Esaiozu astia duenean bisitan etortzeko, ados?","Скажи ему, чтобы навестил нас, как будет время, хорошо?","ひまができたら、たまには帰ってくるように言っとくれ。","Peça a ele pra nos visitar quando tiver uma oportunidade, ok?","告诉他有时间就回家看看，好吗？"
"...","Teen beetle","...","…","...","...","...","...","……","…","……"
"???","Teen beetle","???","???","???","???","???","???","???","???","？？？"
"Did I seriously just get kicked out of home???","Teen beetle","Did I seriously just get kicked out of home???","Hat man mich wirklich gerade aus meinem Zuhause geschmissen?!","C'est moi où je viens de me faire virer de chez moi ???","Mi hanno davvero appena cacciato di casa???","Zer?? Benetan etxetik ostikoz atera nautela???","Меня что, серьезно только что выгнали из дома???","オレ マジで家を おいだされた???","É sério que eu acabei de ser enxotado de casa???","不是吧，我真的被踢出家门了？？？"
"I'll just have to live here now I guess??","Teen beetle","I'll just have to live here now I guess??","Dann lebe ich jetzt wohl einfach hier!","J'ai plus qu'à m'installer ici, alors ??","Quindi è qui che vivo adesso?","Beraz, hemen bizi beharko naiz orain??","И где мне теперь жить, здесь, что ли?","ってことは ここに すむしか ないのかな??","Melhor eu montar acampamento aqui mesmo então…","那我就要在这里生活了？？"
"Help yourself to some dung. It's my favourite!","Teen beetle","Help yourself to some dung. It's my favourite!","Nimm dir ruhig etwas von dem Mist. Gibt nix Besseres!","Sers-toi en bouse. J'adore ça !","Prendi pure un po' di sterco: è il mio preferito!","Hartu gorotz pixkat zuretzat. Nire gogokoena da!","Угощайся навозом. Это мой любимый!","フン食べなよ。オレの だいこうぶつなんだ！","Pode levar esse esterco. É o meu favorito!","你自己拿些粪便吧。这是我的最爱！"
"Very energy dense!","Teen beetle","Very energy dense!","Liefert total viel Energie.","C'est plein de vitamines !","È un concentrato di energia!","Energiaz topera dago!","Очень питательный!","エネルギー まんタンに なるぞ！","Dá muita energia!","热量非常高！"
"Help yourself to some dung, neighbour!","Teen beetle","Help yourself to some dung, neighbour!","Nimm dir ruhig etwas von dem Mist, Nachbarin.","Sers-toi en bouse, voisine !","Prendi pure un po' di sterco, sorella!","Hartu gorotz pixkat zuretzat, auzoa!","Угощайся навозом, соседка!","フン食べていいよ。おとなりさん！","Vai um esterco, vizinha?","你自己拿些粪便吧，邻居！"
"Fresh dung is the best dung!","Teen beetle","Fresh dung is the best dung!","Frischer Mist ist der beste Mist!","La bouse fraîche, y'a rien de mieux !","Niente batte lo sterco fresco!","Gorotz freskoa da gorotzik gozoena!","Свежий навоз — лучший навоз!","フンは しんせんなやつに かぎるよな！","Esterco fresco é o que tem de melhor!","新鲜粪便，最好的粪便！"
"Pushing a great big ball of dung is one of the best workouts!","Generic beetle","Pushing a great big ball of dung is one of the best workouts!","Einen großen Mistklumpen zu rumzuschieben ist das beste Training!","Pousser une grosse boule de bouse, c'est le top pour se faire les muscles !","Far rotolare una grossa palla di sterco è il miglior esercizio che ci sia!","Ez dago gorotz bola handi bat bultzatzea baino ariketa hoberik!","Толкание огромного навозного шарика — одно из лучших упражнений!","うんどうするなら 大きなフンの玉を ころがすに かぎる！","Empurrar uma bola gigante de esterco é um dos melhores exercícios!","推一个又大又圆的粪球是世界上最好的锻炼！"
"Hey there friend!","Generic beetle","Hey there friend!","Hallo, Kumpel!","Salut, l'amie !","Ehilà, amica!","Iepa lagun!","Привет, подруга!","やあ そこの！","Olá, amiguinha!","你好啊，朋友！"
"Welcome to Dungtown!","Generic beetle","Welcome to Dungtown!","Willkommen in Mistropolis!","Bienvenue à Bouseville !","Benvenuta a Stercopoli!","Ongi etorri Gorotzerrira!","Добро пожаловать в Навозоград!","フンタウンへようこそ！","Bem-vinda à Estercume!","欢迎来到粪城！"
"Heeeyyy! Wassup my dude?","Redback spider","Heeeyyy! Wassup my dude?","Heyyy! Was geeeht, Alter?","Hééééé ! Ça roule, cousine ?","Eeehiii! Come butta?","Ieeeeeeep! Zeeeer beeerri, txoooo?","Йоу! Че как?","ヘーーーーイ！　ちょうし どうだぁ？","Iaêê! Que é que manda, minha chapa?","嗨哟！你好吗，伙计？"
"You like my super secret chill-out zone?","Redback spider","You like my super secret chill-out zone?","Gefällt dir meine supergeheime Chillzone?","Tu aimes mon coin détente super secret ?","Ti piace la mia super zona relax?","Gustatzen zaizu erlaxatzeko prestatu dudan leku super sekretu hau?","Зацени мой суперсекретный чилаут!","オレのスーパーシークレット チルアウトゾーン、どお？","Curtiu o meu esconderijo supersecreto?","喜欢我的超级秘密放松区吗？"
"That's awesome, dude.","Redback spider","That's awesome, dude.","Das ist mega, Alter.","Génial.","Fooorte, zia.","Demasa, txo.","Чувак, это просто супер.","めっちゃ いいじゃ～ん。","Irado, truta!","太牛了，伙计。"
"You can hang here like all day if you want!","Redback spider","You can hang here like all day if you want!","Kannst den ganzen Tag hier abhängen, wennde willst!","Tu peux rester toute la journée si ça te dit !","Cioè, puoi stare qui anche tutto il giorno, se ti va!","Nahi baduzu egun osoa pasa dezakezu hemen!","Если хочешь, можешь зависнуть тут хоть на весь день!","1 日中ここにいても ぜんぜんいい～みたいな！","Pode ficar aqui o dia inteiro se quiser!","可以在这里耗上一整天！"
"Keep it chill my dude!","Redback spider","Keep it chill my dude!","Immer cool bleiben, Alter!","Tranquille, cousine !","Rilassati e goditi la vita!","Erlaxatu, txo!","Расслабься!","チルにいこうぜ～！","Relaxa aí, amiguinha!","保持放松，伙计！"
"Heya skater girl!","Skate Bird","Heya skater girl!","Hey, Skatergirl!","Yo mam'zelle !","Ehi, amica di skate!","Ei, skate-neska!","Превед, скейт-герл!","ヘイ！　スケーターガール！","Iaêê, rainha do esqueite!","嗨，滑板女孩！"
"It me, skatebirb!","Skate Bird","It me, skatebirb!","Ich bin’s, Skatebird!","Ch'uis skate bird !","Sono io, Skatebirbo!","Skate-txori hemen!","Йа скейт-птицо!","ぼく スケートバード！","Passarim esqueitista na área!","是我，滑板鸟儿！"
"I been tryin teach all dem ants to skate.","Skate Bird","I been tryin teach all dem ants to skate.","Hab versucht, den Ameisen das Skaten beizubringen.","J'essaie d'apprendre le skate à mes potes fourmis.","Ci ho provato a insegnare alle formiche a skateare...","Iñurri guzti hoiei skatean ibiltzen erakusten ai naun.","Пытаюсь научить муравйофф кататсо.","アリにスケボーを教えてたんだ。","Tô tentando ensiná as formiga a anda de esqueite.","我一直想教那些蚂蚁玩儿滑板。"
"Dey got de right attitude, but... still working on technique.","Skate Bird","Dey got de right attitude, but... still working on technique.","Die sind lässig drauf, aber die Technik … braucht noch Arbeit.","Elles ont la motiv', mais... y'a encore du boulot.","Cioè, si atteggiano giusto, ma... c'è da lavorare sulla tecnica.","Yarrera egokia diten, bañaa... teknika exkaxaaa.","Настрой правильный, но... над техникой еще надо поработать.","みんな気合は じゅうぶん……あとはテクニックだけ。","Elas têm a atitude, mas falta técnica, sabe como é…","他们倒是态度挺好，但是吧……还在练基本动作呢。"
"U wanna show dem how it's done??","Skate Bird","U wanna show dem how it's done??","Willste denen zeigen, wie’s läuft?","Tu veux leur montrer comment tu gères ??","Vuoi fargli vedere tu come si fa?","Haiei nooola ittean erakutsi nahi?","Покажешь им высший класс?","お手本とか見せてくれる？","Qué mostra pra elas como se faz?","要不你给他们演示下？？"
"Heck yes!","Skate Bird","Heck yes!","Aber hallo!","D'la balle !","Eeevvaaai!","Itzel!","Восторг!","すごい！","Issaêê!","噢耶！"
