"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"You tell em Wendy and Michael sent you.","Wendy the beetle","You tell em Wendy and Michael sent you.","Sag ihnen einfach, dass Wendy und Michael dich schicken.","Esaiezu Wendy eta Michaelen partez zoazela.","Basta che tu gli dica che ti mandano Wendy e Michael.","Diles que vas de parte de Wendy y de Michael.","Скажи им, что ты от Венди и Майкла.","ウェンディとマイケルの しょうかいだって言えばいい。","É só falar que veio em nome da Wendy e do Michael.","告诉他们是温蒂和迈克尔让你去的。"
"They'll be able to get you all the dung you need!","Wendy the beetle","They'll be able to get you all the dung you need!","Sie werden dir so viel Mist geben, wie du brauchst.","Behar duzun beste gorotz eman ahalko dizute!","Ti daranno tutto lo sterco di cui hai bisogno!","¡Podrán darte todo el estiércol que necesites!","Они дадут тебе столько навоза, сколько нужно!","ひつようなだけ フンを わけてもらえるよ！","Eles vão te dar todo o esterco que quiser!","你需要多少粪便他们都能给你！"
"Thank you friend!","Michael the beetle","Thank you friend!","Danke, Kumpel!","Milesker, lagun!","Grazie, amica!","¡Gracias, amiga!","Спасибо, друг!","ありがとよ！","Muito obrigado, amiguinha!","谢谢你，朋友！"
"You should head up to the top of the hill n' get yourself some dung!","Michael the beetle","You should head up to the top of the hill n' get yourself some dung!","Du solltest oben auf den Hügel gehen und dir ein bisschen Mist besorgen.","Infernuko maldaren gaineraino abiatu beharko zenuke, eta zuretzako gorotz apur bat eskuratu!","Fossi in te correrei in cima alla collina a prendere un po' di sterco!","¡Deberías ir a la cima de la colina y hacerte con un poco de estiércol!","Отправляйся на вершину холма и добудь навоз!","さあ、おかの上に行って フンを手に入れな！","Você devia subir a colina e pegar um pouco de esterco!","你可以直接去山顶搞一些粪便！"
"Can't go wrong with dung!","Michael the beetle","Can't go wrong with dung!","Mit Mist kann man nichts falsch machen!","Gorotza lortuz gero, ez duzu hutsik egingo!","Con lo sterco non si sbaglia mai!","¡El estiércol siempre viene bien!","Навоз не подведет!","フンがありゃ なんでも だいじょうぶだ！","Um esterquinho não faz mal a ninguém!","粪便永远不会让你失望！"
"Howdy, spider!","Beetle mother","Howdy, spider!","Tagchen, Spinne!","Zer moduz, armiarmatxo!","Ehilà, ragnetta!","¡Buenas, araña!","Здорово, паучок!","ちょうしは どうだい。チビグモちゃん！","Como vai, aranhinha?!","你好，蜘蛛！"
"Wendy and Mike sent you did they?","Beetle mother","Wendy and Mike sent you did they?","Wendy und Mike haben dich geschickt, ja?","Wendy eta Mikeren partez zatoz, ezta?","Ti mandano Wendy e Mike?","Vienes de parte de Wendy y Mike, ¿no?","Тебя прислали Венди и Майк?","ウェンディとマイクの しょうかいだって？","A Wendy e o Mike enviaram você, certo?","温蒂和迈克让你来的？"
"You must be here for the bounty of dung!","Beetle mother","You must be here for the bounty of dung!","Dann bist du bestimmt wegen des vielen Mists hier!","Gorotz bila zatoz zu ere?","Allora sei qui per lo sterco!","¡Seguro que has venido por el botín de estiércol!","Ты, наверное, пришла за горой навоза?","フンが ほしいんだな！","Deve ter vindo aqui pra buscar esterco!","你肯定是为了这里丰富的粪便而来的！"
"We got some for ya right on over here.","Beetle father","We got some for ya right on over here.","Wir haben welchen für dich – gleich hier.","Zuretzako pilotxo bat daukagu hemen gordeta.","Ce n'è un po' per te proprio lì.","Tenemos un poco para ti por aquí.","У нас как раз накопилось достаточно.","ここに ちょうど あるぞ。","Tem um lote bem aqui pra você.","我们可以给你一些，就在那边。"
"Only problem is this dung is a little TOO comforting.","Beetle mother","Only problem is this dung is a little TOO comforting.","Allerdings ist der Mist einfach UNGLAUBLICH bequem.","Arazo bakarra da gorotza HAIN dela erosoa...","L'unico problema è che un po' TROPPO accogliente.","El único problema es que este estiércol es demasiado reconfortante.","Но есть одна проблема: этот навоз СЛИШКОМ хорош.","ただ このフンは ちょーっと よすぎるみたいでね……","Só tem um problema: esse esterco tá confortável DEMAIS!","唯一的问题是，那堆粪便有点过于舒适了。"
"Our lazy son is simply refusing to leave the ball!","Beetle mother","Our lazy son is simply refusing to leave the ball!","Unser fauler Sohn weigert sich doch tatsächlich, den Klumpen zu verlassen.","Gure seme nagiak uko egiten dio bola askatzeari!","Quel pigrone di nostro figlio non vuole saperne di staccarsene!","¡El vago de nuestro hijo se niega a abandonar la bola!","Наш сынок-лентяй отказывается вылезать из навозного шарика!","うちの ぐうたらむすこが、中に入ったまんま、出てこようと しないんだ！","O preguiçoso do meu filho tá se recusando a sair da bola!","我们的懒虫儿子根本不愿意离开粪球！"
"It's so hot out there! Why would I want to leave?","Teen beetle","It's so hot out there! Why would I want to leave?","Da draußen ist es so heiß! Was hab ich davon, wenn ich hier rauskomme?","Kanpoan egiten duen bero sargoriarekin... zergatik utzi beharko nuke bola?","Ma fa così caldo! Perché dovrei staccarmi?","¡Con el calor que hace ahí fuera! ¿Para qué voy a salir?","Тут так тепло! Почему я должен отсюда уходить?","外は あついだろ！　どうして出なきゃ いけないんだよ？","Mas tá tão quentinho! Por que eu sairia daqui?","外面太热了！我为什么要离开？"
"Little spider, It's all yours if you can convince him to get out and see a bit of the world.","Beetle mother","Little spider, It's all yours if you can convince him to get out and see a bit of the world.","Kleine Spinne, wenn du ihn dazu bringst, rauszukommen und etwas von der Welt zu sehen, gehört der Klumpen dir.","Armiarmatxo, hortik atera eta mundua ezagutzeko konbentzitzen baduzu, bola zurea da.","Ragnetta, convinci nostro figlio a vedere un po' il mondo e quello sterco è tutto tuo.","Arañita, es todo tuyo si eres capaz de convencerlo para que salga a ver algo de mundo.","Паучок, можешь забирать навоз, если сумеешь убедить нашего сыночка вылезти и пойти посмотреть мир.","チビグモちゃん。外の せかいに 出るように うちの子を せっとくして おくれ。そしたら このフンは まるっと あげるよ。","Aranhinha, a bola é toda sua se conseguir convencer ele a sair e explorar o mundo lá fora.","小蛛儿，如果你能劝他出来见见世面，这些粪便就都是你的了。"
"Go on... give it a little push!","Beetle father","Go on... give it a little push!","Na los, gib ihm einen kleinen Schubs!","Aurrera... eman bultzadatxo bat!","Dai... basta una spintarella!","Venga..., ¡un empujoncito!","Давай... подтолкни его немного!","ちょいと おしてみてくれ！","Vai… dá um empurrãozinho!","去吧……稍微去推动一下！"
"Little spider, you're back!","Beetle mother","Little spider, you're back!","Kleine Spinne, du bist wieder da!","Armiarmatxo, itzuli zara!","Ragnetta, sei tornata!","¡Arañita, has vuelto!","Паучок, ты вернулась!","チビグモちゃん。また会ったね！","Aranhinha, você voltou!","小蛛儿，你回来了！"
"We can't thank you enough for helping our son find his feet.","Beetle mother","We can't thank you enough for helping our son find his feet.","Vielen Dank, dass du unserem Sohn auf die Füße geholfen hast.","Bihotzez eskertzen dizugu semea zentzatzen laguntzeagatik.","Non sappiamo come ringraziarti per aver aiutato nostro figlio.","No tengo palabras para agradecerte que hayas devuelto el ánimo a nuestro hijo.","Даже не знаем, как тебя отблагодарить за то, что ты помогла нашему сыну найти себя.","むすこを自立させてくれて ありがとう。","Nem sei como agradecer por ter ajudado o nosso filho a tomar jeito.","你帮我们儿子学会独立生活了，真是感激不尽。"
"We miss him of course, but we're so glad he has good friends like you.","Beetle mother","We miss him of course, but we're so glad he has good friends like you.","Natürlich vermissen wir ihn, aber wir sind froh, dass er Freunde wie dich hat.","Bere falta sumatzen dugu, noski, baina pozgarria da zu moduko lagun onak dituela jakitea.","Certo, ci manca, ma siamo felici che abbia buoni amici come te su cui contare.","Lo echamos de menos, claro, pero nos alegra mucho que tenga amigos como tú.","Мы, конечно, по нему скучаем, но мы так рады, что теперь у него есть такие хорошие друзья, как ты.","あの子がいなくなったのは さびしいけれど、あんたみたいな なかまが いるなら あんしんだ。","Sentimos falta dele, mas também estamos felizes que ele tenha encontrado amigos tão legais.","我们当然很想他，但我们也很开心他能交到像你一样的好朋友。"
"Tell him to come visit when he has time, Okay?","Beetle father","Tell him to come visit when he has time, Okay?","Sag ihm, er soll uns besuchen, wenn er Zeit hat, okay?","Esaiozu astia duenean bisitan etortzeko, ados?","Digli di venirci a trovare ogni tanto, OK?","Dile que venga de visita cuando tenga tiempo, ¿vale?","Скажи ему, чтобы навестил нас, как будет время, хорошо?","ひまができたら、たまには帰ってくるように言っとくれ。","Peça a ele pra nos visitar quando tiver uma oportunidade, ok?","告诉他有时间就回家看看，好吗？"
"...","Teen beetle","...","…","...","...","...","...","……","…","……"
"???","Teen beetle","???","???","???","???","¿¿??","???","???","???","？？？"
"Did I seriously just get kicked out of home???","Teen beetle","Did I seriously just get kicked out of home???","Hat man mich wirklich gerade aus meinem Zuhause geschmissen?!","Zer?? Benetan etxetik ostikoz atera nautela???","Mi hanno davvero appena cacciato di casa???","¿De verdad me acaban de echar de casa?","Меня что, серьезно только что выгнали из дома???","オレ マジで家を おいだされた???","É sério que eu acabei de ser enxotado de casa???","不是吧，我真的被踢出家门了？？？"
"I'll just have to live here now I guess??","Teen beetle","I'll just have to live here now I guess??","Dann lebe ich jetzt wohl einfach hier!","Beraz, hemen bizi beharko naiz orain??","Quindi è qui che vivo adesso?","Pues supongo que tendré que vivir aquí ahora...","И где мне теперь жить, здесь, что ли?","ってことは ここに すむしか ないのかな??","Melhor eu montar acampamento aqui mesmo então…","那我就要在这里生活了？？"
"Help yourself to some dung. It's my favourite!","Teen beetle","Help yourself to some dung. It's my favourite!","Nimm dir ruhig etwas von dem Mist. Gibt nix Besseres!","Hartu gorotz pixkat zuretzat. Nire gogokoena da!","Prendi pure un po' di sterco: è il mio preferito!","Sírvete un poco de estiércol. ¡Es mi favorito!","Угощайся навозом. Это мой любимый!","フン食べなよ。オレの だいこうぶつなんだ！","Pode levar esse esterco. É o meu favorito!","你自己拿些粪便吧。这是我的最爱！"
"Very energy dense!","Teen beetle","Very energy dense!","Liefert total viel Energie.","Energiaz topera dago!","È un concentrato di energia!","¡Da mucha energía!","Очень питательный!","エネルギー まんタンに なるぞ！","Dá muita energia!","热量非常高！"
"Help yourself to some dung, neighbour!","Teen beetle","Help yourself to some dung, neighbour!","Nimm dir ruhig etwas von dem Mist, Nachbarin.","Hartu gorotz pixkat zuretzat, auzoa!","Prendi pure un po' di sterco, sorella!","¡Sírvete un poco de estiércol, vecina!","Угощайся навозом, соседка!","フン食べていいよ。おとなりさん！","Vai um esterco, vizinha?","你自己拿些粪便吧，邻居！"
"Fresh dung is the best dung!","Teen beetle","Fresh dung is the best dung!","Frischer Mist ist der beste Mist!","Gorotz freskoa da gorotzik gozoena!","Niente batte lo sterco fresco!","¡El estiércol fresco es el mejor!","Свежий навоз — лучший навоз!","フンは しんせんなやつに かぎるよな！","Esterco fresco é o que tem de melhor!","新鲜粪便，最好的粪便！"
"Pushing a great big ball of dung is one of the best workouts!","Generic beetle","Pushing a great big ball of dung is one of the best workouts!","Einen großen Mistklumpen zu rumzuschieben ist das beste Training!","Ez dago gorotz bola handi bat bultzatzea baino ariketa hoberik!","Far rotolare una grossa palla di sterco è il miglior esercizio che ci sia!","¡Una de las mejores formas de hacer ejercicio es empujar una bola gigantesca de estiércol!","Толкание огромного навозного шарика — одно из лучших упражнений!","うんどうするなら 大きなフンの玉を ころがすに かぎる！","Empurrar uma bola gigante de esterco é um dos melhores exercícios!","推一个又大又圆的粪球是世界上最好的锻炼！"
"Hey there friend!","Generic beetle","Hey there friend!","Hallo, Kumpel!","Iepa lagun!","Ehilà, amica!","¡Hola, amiga!","Привет, подруга!","やあ そこの！","Olá, amiguinha!","你好啊，朋友！"
"Welcome to Dungtown!","Generic beetle","Welcome to Dungtown!","Willkommen in Mistropolis!","Ongi etorri Gorotzerrira!","Benvenuta a Stercopoli!","¡Bienvenida a Estiercópolis!","Добро пожаловать в Навозоград!","フンタウンへようこそ！","Bem-vinda à Estercume!","欢迎来到粪城！"
"Heeeyyy! Wassup my dude?","Redback spider","Heeeyyy! Wassup my dude?","Heyyy! Was geeeht, Alter?","Ieeeeeeep! Zeeeer beeerri, txoooo?","Eeehiii! Come butta?","¡Eeeeeh! ¿Qué pasa, tía?","Йоу! Че как?","ヘーーーーイ！　ちょうし どうだぁ？","Iaêê! Que é que manda, minha chapa?","嗨哟！你好吗，伙计？"
"You like my super secret chill-out zone?","Redback spider","You like my super secret chill-out zone?","Gefällt dir meine supergeheime Chillzone?","Gustatzen zaizu erlaxatzeko prestatu dudan leku super sekretu hau?","Ti piace la mia super zona relax?","¿Te mola mi garito supersecreto de relax?","Зацени мой суперсекретный чилаут!","オレのスーパーシークレット チルアウトゾーン、どお？","Curtiu o meu esconderijo supersecreto?","喜欢我的超级秘密放松区吗？"
"That's awesome, dude.","Redback spider","That's awesome, dude.","Das ist mega, Alter.","Demasa, txo.","Fooorte, zia.","Es increíble, tía.","Чувак, это просто супер.","めっちゃ いいじゃ～ん。","Irado, truta!","太牛了，伙计。"
"You can hang here like all day if you want!","Redback spider","You can hang here like all day if you want!","Kannst den ganzen Tag hier abhängen, wennde willst!","Nahi baduzu egun osoa pasa dezakezu hemen!","Cioè, puoi stare qui anche tutto il giorno, se ti va!","¡Puedes tirarte todo el día por aquí si te apetece!","Если хочешь, можешь зависнуть тут хоть на весь день!","1 日中ここにいても ぜんぜんいい～みたいな！","Pode ficar aqui o dia inteiro se quiser!","可以在这里耗上一整天！"
"Keep it chill my dude!","Redback spider","Keep it chill my dude!","Immer cool bleiben, Alter!","Erlaxatu, txo!","Rilassati e goditi la vita!","¡No te rayes, colega!","Расслабься!","チルにいこうぜ～！","Relaxa aí, amiguinha!","保持放松，伙计！"
"Heya skater girl!","Skate Bird","Heya skater girl!","Hey, Skatergirl!","Ei, skate-neska!","Ehi, amica di skate!","¡Hola, chica skater!","Превед, скейт-герл!","ヘイ！　スケーターガール！","Iaêê, rainha do esqueite!","嗨，滑板女孩！"
"It me, skatebirb!","Skate Bird","It me, skatebirb!","Ich bin’s, Skatebird!","Skate-txori hemen!","Sono io, Skatebirbo!","¡Soy yo, el pájaro skater!","Йа скейт-птицо!","ぼく スケートバード！","Passarim esqueitista na área!","是我，滑板鸟儿！"
"I been tryin teach all dem ants to skate.","Skate Bird","I been tryin teach all dem ants to skate.","Hab versucht, den Ameisen das Skaten beizubringen.","Iñurri guzti hoiei skatean ibiltzen erakusten ai naun.","Ci ho provato a insegnare alle formiche a skateare...","He estado intentado enseñarles a las hormigas a hacer skate.","Пытаюсь научить муравйофф кататсо.","アリにスケボーを教えてたんだ。","Tô tentando ensiná as formiga a anda de esqueite.","我一直想教那些蚂蚁玩儿滑板。"
"Dey got de right attitude, but... still working on technique.","Skate Bird","Dey got de right attitude, but... still working on technique.","Die sind lässig drauf, aber die Technik … braucht noch Arbeit.","Yarrera egokia diten, bañaa... teknika exkaxaaa.","Cioè, si atteggiano giusto, ma... c'è da lavorare sulla tecnica.","La actitud la tienen, pero... les falta técnica.","Настрой правильный, но... над техникой еще надо поработать.","みんな気合は じゅうぶん……あとはテクニックだけ。","Elas têm a atitude, mas falta técnica, sabe como é…","他们倒是态度挺好，但是吧……还在练基本动作呢。"
"U wanna show dem how it's done??","Skate Bird","U wanna show dem how it's done??","Willste denen zeigen, wie’s läuft?","Haiei nooola ittean erakutsi nahi?","Vuoi fargli vedere tu come si fa?","¿Les quieres enseñar cómo se hace?","Покажешь им высший класс?","お手本とか見せてくれる？","Qué mostra pra elas como se faz?","要不你给他们演示下？？"
"Heck yes!","Skate Bird","Heck yes!","Aber hallo!","Itzel!","Eeevvaaai!","¡Toma ya!","Восторг!","すごい！","Issaêê!","噢耶！"
"Clear de park, ants! We about to see some sick moves!","Skate Bird","Clear de park, ants! We about to see some sick moves!","Ab geht er, Ameisen! Gleich sehen wir ’n paar krasse Moves!","Hustu pista, iñurriak! Oain mugimendu zoroooak ikusiko ttuzue!","Smammare, formiche! State per vedere dei trick che spaccano!","¡Haced hueco, hormigas! ¡Vais a flipar con estos movimientos!","Муравьи, расчищайте поляну! Сейчас вы увидите кое-что отпадное!","アリたち！　ばしょを あけて！　シックなムーブが見られるよ！","Libera espaço, formigada, que agora a chapa vai esquentá!","清空公园，蚂蚁们！准备好看超牛表演！"
"U ready to skate??","Skate Bird","U ready to skate??","Alles klar zum Skaten?!","Irrixtatzeko prest??","Pronta a skateare?","¿Lista para hacer skate?","Готова кататсо???","スケボーする？","Pronta pra arrasar?","准备好开始滑了？？"
"Sick! Let's get u ur board!","Skate Bird","Sick! Let's get u ur board!","Krass! Checken wir dir ’n Board ab!","Hoi den-eta! Eeemaiozue taula bat!","Grande! Recuperiamo una tavola!","¡Mola! ¡Vamos a por tu tabla!","Жжошь! Тебе нужен свой скейт!","うれし～！　ボード もってきて！","Irado! Vâmo arrumá um esqueite pra tu!","赞！给你拿来你的滑板！"
"Okies, u come back whenever u feel like skating!","Skate Bird","Okies, u come back whenever u feel like skating!","Okay, schau einfach vorbei, wennde Skaten willst!","Itzel, buelta hadi irrixtatzeko prest hagoanean!","Come vuoi. Torna quando vuoi spaccare due rampe!","Genial, ¡vuelve cuando te apetezca hacer skate!","Оки! Приходи, когда захочешь покататсо!","おっけぃ。またスケボーしたくなったら もどってきて！","Pode crê! Quando quiser andar mais, é só chegar aqui!","得了，想玩儿滑板随时来找我哈！"
"Gnarly Mate!","Skater ant","Gnarly Mate!","Abgefahren!","Bikain, txo!","Fiiico!","¡Qué hay, colega!","Отпад!","よう ヤベーなー！","Animal, truta!","太牛了，伙计！"
"That bird is a ripper skater!","Skater ant","That bird is a ripper skater!","Der Vogel ist ein kranker Skater, Mann!","Txori hori irristatzeko jaio zen!","Quell'uccellino spacca con lo skate!","¡Ese pájaro es un skater que lo flipas!","Эта птица — нереальный скейтер!","あの鳥、やべースケーターだぜ！","Aquela ave é fera no esqueite!","那只鸟是滑板大牛！"
"I'm always doing a boneless!","Skater ant","I'm always doing a boneless!","Ich mach immer ’nen Boneless!","Bizkarrezurra gelatinazkoa dauka!","Certo che non ho spina dorsale...","¡A mí me recorre un hormigueo con cada truco!","Я всегда держу стойку!","とくいわざはアーリーグラブだぜ！　なんせ……","Minhas patas já tão começando a formigar…","二维的我，一直想学会三维的手抓板技巧！"
"Get it... ?","Skater ant","Get it... ?","Haste kapiert …?","Ulertzen... ?","Sono un invertebrato!","¿Lo pillas?","Дошло?..","アリだからな！","Sacou…?","你明白吧……？"
"This park is so rad!","Skater ant","This park is so rad!","Dieser Park ist so extrem!","Parke hau izugarria da!","'sto skate park spacca troppo!","¡Este parque lo peta!","Этот парк суперкрутой!","このスケートパーク マジ アツいよなー！","Essa pista é mó irada, aí!","这个公园太拉风了！"
"This park is so secret!","Skater ant","This park is so secret!","Dieser Park ist top secret!","Parke hau sekretua da!","È troppo segreto!","¡Este parque es muy secreto!","Этот парк суперсекретный!","このスケートパーク マジ ヒミツいよなー！","Essa pista é um achado!","这个公园太隐秘了！"
"No posers ever find it!","Skater ant","No posers ever find it!","Poser werden den nie finden!","Itxurati harroputzek ez dute inoiz aurkituko!","I poser non lo troveranno mai!","¡Aquí solo encontrarás gente auténtica!","Ламеры его никогда не найдут!","ニセモノは ぜったい たどりつけねーよなー！","Só quem manja conhece.","那些打卡拍照的虫都找不到这里！"
"Hey pal!","Generic engineering ant","Hey pal!","Hey, Kumpel.","Ei, adiskide!","Ehi, amica!","¡Hola, colega!","Привет!","やあ そこの！","Ei, amiguinha!","你好，朋友！"
"You got a minute?","Generic engineering ant","You got a minute?","Hast du ’ne Minute?","Baduzu unetxo bat?","Hai un minuto?","¿Tienes un segundo?","Есть минутка?","ちょっと いいか？","Tem um minuto?","你有时间吗？"
"We were working on a new tunnel here when the roof caved in.","Generic engineering ant","We were working on a new tunnel here when the roof caved in.","Wir haben an einem neuen Tunnel gearbeitet, als das Dach einstürzte.","Tunel batean lanean ari ginen, eta lurjausi bat egon da.","Stavamo lavorando a una nuova galleria, ma il soffitto ha ceduto.","Estábamos trabajando en un nuevo túnel cuando el techo se ha venido abajo.","Мы тут строили новый туннель, и он обвалился.","ここで新しいトンネルを作ってたときに、てんじょうが おちてきてさ。","Estávamos trabalhando em um novo túnel quando o teto cedeu.","屋顶塌陷的时候，我们正在这里修一条新隧道。"
"My Comrades are heading back to get more supplies now,","Generic engineering ant","My Comrades are heading back to get more supplies now,","Meine Genossinnen sind auf dem Weg zurück, um mehr Material zu holen,","Burkideak hornigai bila joan dira bueltan,","I miei compagni stanno tornando indietro per fare rifornimento,","Mis camaradas han vuelto a por más suministros,","Мои товарищи идут обратно за стройматериалами,","同志（どうし）たちは さっき ぶっしあつめに もどっていったんだが、","Meus camaradas voltaram pra pegar mais suprimentos,","我们的同志们已经回去取补给了，"
"but our spider-bot is still stuck under the rubble!","Generic engineering ant","but our spider-bot is still stuck under the rubble!","aber unser Spinnenbot ist noch immer verschüttet.","baina gure armiarmabot-a hondakinen pean harrapatua dago!","ma il nostro ragnobot è ancora bloccato sotto le macerie!","¡pero nuestro aracnobot sigue atascado bajo los escombros!","но наш робопаук застрял под обломками!","じつはスパイダーボットが まだガレキの下なんだ。","mas a nossa aranha-robô ainda tá presa entre os escombros!","但是我们的机器蛛陷在瓦砾里了！"
"Think you could help me hoist him out of there?","Generic engineering ant","Think you could help me hoist him out of there?","Meinst du, du könntest mir bei der Bergung helfen?","Lurpetik ateratzen laguntzerik bai?","Non è che potresti aiutarmi a tirarlo fuori da lì sotto?","¿Te importaría ayudarme a sacarlo de ahí?","Поможешь мне его вытащить?","ひっぱりだすのを てつだってくれないかな？","Consegue me ajudar a tirá-la de lá?","你能帮我把他拉上来吗？"
"Recover the spider-bot","Journal quest text","Recover the spider-bot","Birg den Spinnenbot","Berreskuratu armiarmabot-a","Recupera il ragnobot","Recupera el aracnobot","Откопать робопаука","スパイダーボットを かいしゅうする","Recupere a aranha-robô","恢复机器蛛"
"Can you help me hoist the bot out of this rubble?","Generic engineering ant","Can you help me hoist the bot out of this rubble?","Kannst du mir helfen, den Bot aus dem Schutt zu heben?","Lagun nazakezu hondakinetatik robota berreskuratzen?","Mi aiuteresti a tirare fuori dalle macerie il ragnobot?","¿Puedes ayudarme a sacar el robot de los escombros?","Поможешь мне вытащить робопаука из-под завала?","ガレキの中からロボットを ひっぱりあげてくれるかい？","Consegue me ajudar a tirar a aranha-robô dos escombros?","你能帮我把机器蛛从瓦砾里拉上来吗？"
"Thanks bud.","Generic engineering ant","Thanks bud.","Danke, Kumpel.","Milesker, lagun.","Grazie, amica.","Gracias, colega.","Спасибо, паучок.","ありがとう。","Valeu, amiguinha.","谢了，伙计。"
"Those old bots are real hard to replace.","Generic engineering ant","Those old bots are real hard to replace.","Diese alten Bots sind schwer zu ersetzen.","Robot zahar hauek ordezkatzea oso zaila izaten da.","Questi vecchi ragnobot sono difficili da rimpiazzare.","Estos viejos robots no son fáciles de sustituir.","Этих старых роботов трудно заменить.","こういう古いロボットは かわりも なかなか なくてさ。","Esse robôs antigos são difíceis de substituir.","这些老机器虫真是难以取代。"
"You're a lifesaver!","Generic engineering ant","You're a lifesaver!","Was würden wir nur ohne dich tun?!","Gure salbatzailea zara!","Ci hai salvato la vita!","¡Qué haría sin ti!","Ты нас спасла!","本当に たすかったよ！","Você salvou a minha vida!","你真是帮了我的大忙！"
"I'm just keeping watch of the worksite while I wait for more supplies.","Generic engineering ant","I'm just keeping watch of the worksite while I wait for more supplies.","Ich behalte hier nur alles im Auge, bis weiteres Material ankommt.","Lan-eremua zaintzen ari naiz, hornigaiak iritsi bitartean.","Tengo d'occhio il cantiere, mentre aspetto che tornino coi rifornimenti.","Estoy vigilando el lugar de trabajo mientras traen más suministros.","Я просто слежу за стройплощадкой и жду материалы.","わたしは ぶっしが来るまで げんばを見はるとしよう。","Vou ficar aqui cuidando do canteiro de obras enquanto aguardo pelos suprimentos.","我等补给的时候会继续看着这个工地的。"
"zhoooOOOOM!","Spider-bot","zhoooOOOOM!","zooooOOOOOM!","zhoooOOOOM!","zoooOOOM!","¡BROOOOOOM!","Вж-ж-ж-Ж-Ж-Ж!","ズウゥゥゥゥゥン！","zhoooOOOOM!","轰隆隆！"
"[GREETINGS STRANGER]","Spider-bot","[GREETINGS STRANGER]","[SEI GEGRÜSST, FREMDE]","[KAIXO, EZEZAGUNA]","[SALVE ESTRANEA]","[SALUDOS, DESCONOCIDA]","[ЗДРАВСТВУЙ, НЕЗНАКОМКА]","[ゴキゲンヨウ　見知ラヌ 虫ヨ]","[SAUDAÇÕES, ARANHA]","[你好陌生虫]"
"[GREETINGS ENGINEER]","Spider-bot","[GREETINGS ENGINEER]","[SEI GEGRÜSST, PIONIERIN]","[KAIXO, INGENIARIA]","[SALVE GENIERA]","[SALUDOS, INGENIERA]","[ЗДРАВСТВУЙ, ИНЖЕНЕР]","[ゴキゲンヨウ　エンジニアヨ]","[SAUDAÇÕES, ENGENHEIRO]","[你好工程师]"
"[YOUR RESCUE IS APPRECIATED]","Spider-bot","[YOUR RESCUE IS APPRECIATED]","[DEINE RETTUNG WIRD HOCHGESCHÄTZT]","[ESKERTZEN DA ERRESKATEA]","[GRAZIE DEL SALVATAGGIO]","[SE AGRADECE EL RESCATE]","[БЛАГОДАРЮ ЗА СПАСЕНИЕ]","[きゅうしゅつニ かんしゃシマス]","[AGRADEÇO PELO RESGATE]","[感谢你的援助]"
"[THIS SPIDERBOT HAS BEEN DAMAGED]","Spider-bot","[THIS SPIDERBOT HAS BEEN DAMAGED]","[DIESER SPINNENBOT WURDE BESCHÄDIGT]","[ARMIARMABOT HAU KALTETUA DAGO]","[IL RAGNOBOT È DANNEGGIATO]","[ESTE ARACNOBOT HA SIDO DAÑADO]","[ЭТОТ РОБОПАУК ПОВРЕЖДЕН]","[スパイダーボットハ そんしょうヲ ウケマシタ]","[ESTA UNIDADE FOI DANIFICADA]","[这台机器蛛已经损坏]"
"[PLEASE RETURN TO BASE FOR REPAIRS]","Spider-bot","[PLEASE RETURN TO BASE FOR REPAIRS]","[BITTE ZUR REPARATUR ZUR BASIS BRINGEN]","[ITZULI BASERA KONPONKETARAKO]","[INVIARE ALLA BASE PER LE RIPARAZIONI]","[DEVOLVEDLO A LA BASE PARA REPARARLO]","[ВЕРНИТЕСЬ НА БАЗУ ДЛЯ ПОЧИНКИ]","[きょてんニ モドリ しゅうりヲ オコナッテ クダサイ]","[POR FAVOR, RETORNE-A À BASE PARA REPAROS]","[请返回基地进行维修]"
"Little spider!","PRINCESS Bee","Little spider!","Kleine Spinne!","Armiarmatxo!","Ragnetta!","¡Arañita!","Паучок!","小さなクモさん！","Aranhinha!","小蛛儿！"
"How's your boyfriend going?","PRINCESS Bee","How's your boyfriend going?","Wie geht’s deinem Freund?","Zer moduz dago zure mutil-laguna?","Come sta il tuo fidanzato?","¿Cómo le va a tu novio?","Как поживает твой парень?","あなたの こいグモさんは お元気？","Como vai o seu namorado?","你男朋友怎么样了？"
"A prime opportunity just opened up since we sent that nasty bird away.","PRINCESS Bee","A prime opportunity just opened up since we sent that nasty bird away.","Jetzt, da dieser schreckliche Vogel weg ist, bietet sich uns eine einmalige Möglichkeit!","Aukera interesgarri bat sortu zaigu txoritzar gorrotagarri hura uxatu dugunetik.","Ora che abbiamo cacciato quell'uccellaccio, ho deciso di cogliere una grande opportunità.","Al expulsar a ese desagradable pajarraco, se me ha presentado una oportunidad magnífica.","Мы избавились от злобной птицы, и теперь жизнь заиграет новыми красками.","じつは あの にくらしい鳥を おいはらったことで、またとないチャンスが めぐってきたの。","Uma oportunidade de ouro surgiu desde que expulsamos aquela ave terrível.","自从我们赶走那只坏鸟之后，一个绝佳的机会就出现了。"
