"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"We got some for ya right on over here.","Beetle father","Zuretzako pilotxo bat daukagu hemen gordeta.","Wir haben welchen für dich – gleich hier.","On en a justement à te donner.","Ce n'è un po' per te proprio lì.","Tenemos un poco para ti por aquí.","У нас как раз накопилось достаточно.","ここに ちょうど あるぞ。","Tem um lote bem aqui pra você.","我们可以给你一些，就在那边。"
"Only problem is this dung is a little TOO comforting.","Beetle mother","Arazo bakarra da gorotza HAIN dela erosoa...","Allerdings ist der Mist einfach UNGLAUBLICH bequem.","Le souci, c'est que cette bouse est un peu TROP confortable.","L'unico problema è che un po' TROPPO accogliente.","El único problema es que este estiércol es demasiado reconfortante.","Но есть одна проблема: этот навоз СЛИШКОМ хорош.","ただ このフンは ちょーっと よすぎるみたいでね……","Só tem um problema: esse esterco tá confortável DEMAIS!","唯一的问题是，那堆粪便有点过于舒适了。"
"Our lazy son is simply refusing to leave the ball!","Beetle mother","Gure seme nagiak uko egiten dio bola askatzeari!","Unser fauler Sohn weigert sich doch tatsächlich, den Klumpen zu verlassen.","Notre paresseux de fils ne veut plus en sortir !","Quel pigrone di nostro figlio non vuole saperne di staccarsene!","¡El vago de nuestro hijo se niega a abandonar la bola!","Наш сынок-лентяй отказывается вылезать из навозного шарика!","うちの ぐうたらむすこが、中に入ったまんま、出てこようと しないんだ！","O preguiçoso do meu filho tá se recusando a sair da bola!","我们的懒虫儿子根本不愿意离开粪球！"
"It's so hot out there! Why would I want to leave?","Teen beetle","Kanpoan egiten duen bero sargoriarekin... zergatik utzi beharko nuke bola?","Da draußen ist es so heiß! Was hab ich davon, wenn ich hier rauskomme?","Mais il fait trop chaud dehors ! Qu'est-ce que j'irais faire là-bas ?","Ma fa così caldo! Perché dovrei staccarmi?","¡Con el calor que hace ahí fuera! ¿Para qué voy a salir?","Тут так тепло! Почему я должен отсюда уходить?","外は あついだろ！　どうして出なきゃ いけないんだよ？","Mas tá tão quentinho! Por que eu sairia daqui?","外面太热了！我为什么要离开？"
"Little spider, It's all yours if you can convince him to get out and see a bit of the world.","Beetle mother","Armiarmatxo, hortik atera eta mundua ezagutzeko konbentzitzen baduzu, bola zurea da.","Kleine Spinne, wenn du ihn dazu bringst, rauszukommen und etwas von der Welt zu sehen, gehört der Klumpen dir.","Petite araignée, cette bouse est à toi si tu arrives à le convaincre d'en sortir et d'explorer un peu le monde extérieur.","Ragnetta, convinci nostro figlio a vedere un po' il mondo e quello sterco è tutto tuo.","Arañita, es todo tuyo si eres capaz de convencerlo para que salga a ver algo de mundo.","Паучок, можешь забирать навоз, если сумеешь убедить нашего сыночка вылезти и пойти посмотреть мир.","チビグモちゃん。外の せかいに 出るように うちの子を せっとくして おくれ。そしたら このフンは まるっと あげるよ。","Aranhinha, a bola é toda sua se conseguir convencer ele a sair e explorar o mundo lá fora.","小蛛儿，如果你能劝他出来见见世面，这些粪便就都是你的了。"
"Go on... give it a little push!","Beetle father","Aurrera... eman bultzadatxo bat!","Na los, gib ihm einen kleinen Schubs!","Allez... on compte sur toi pour le pousser un peu !","Dai... basta una spintarella!","Venga..., ¡un empujoncito!","Давай... подтолкни его немного!","ちょいと おしてみてくれ！","Vai… dá um empurrãozinho!","去吧……稍微去推动一下！"
"Little spider, you're back!","Beetle mother","Armiarmatxo, itzuli zara!","Kleine Spinne, du bist wieder da!","Te revoilà, petite araignée !","Ragnetta, sei tornata!","¡Arañita, has vuelto!","Паучок, ты вернулась!","チビグモちゃん。また会ったね！","Aranhinha, você voltou!","小蛛儿，你回来了！"
"We can't thank you enough for helping our son find his feet.","Beetle mother","Bihotzez eskertzen dizugu semea zentzatzen laguntzeagatik.","Vielen Dank, dass du unserem Sohn auf die Füße geholfen hast.","Nous ne te remercierons jamais assez d'avoir aidé notre fils à sortir de sa boule.","Non sappiamo come ringraziarti per aver aiutato nostro figlio.","No tengo palabras para agradecerte que hayas devuelto el ánimo a nuestro hijo.","Даже не знаем, как тебя отблагодарить за то, что ты помогла нашему сыну найти себя.","むすこを自立させてくれて ありがとう。","Nem sei como agradecer por ter ajudado o nosso filho a tomar jeito.","你帮我们儿子学会独立生活了，真是感激不尽。"
"We miss him of course, but we're so glad he has good friends like you.","Beetle mother","Bere falta sumatzen dugu, noski, baina pozgarria da zu moduko lagun onak dituela jakitea.","Natürlich vermissen wir ihn, aber wir sind froh, dass er Freunde wie dich hat.","Il va nous manquer bien sûr, mais nous sommes heureux qu'il ait de bons amis comme toi.","Certo, ci manca, ma siamo felici che abbia buoni amici come te su cui contare.","Lo echamos de menos, claro, pero nos alegra mucho que tenga amigos como tú.","Мы, конечно, по нему скучаем, но мы так рады, что теперь у него есть такие хорошие друзья, как ты.","あの子がいなくなったのは さびしいけれど、あんたみたいな なかまが いるなら あんしんだ。","Sentimos falta dele, mas também estamos felizes que ele tenha encontrado amigos tão legais.","我们当然很想他，但我们也很开心他能交到像你一样的好朋友。"
"Tell him to come visit when he has time, Okay?","Beetle father","Esaiozu astia duenean bisitan etortzeko, ados?","Sag ihm, er soll uns besuchen, wenn er Zeit hat, okay?","Dis-lui de venir nous rendre visite à l'occasion, d'accord ?","Digli di venirci a trovare ogni tanto, OK?","Dile que venga de visita cuando tenga tiempo, ¿vale?","Скажи ему, чтобы навестил нас, как будет время, хорошо?","ひまができたら、たまには帰ってくるように言っとくれ。","Peça a ele pra nos visitar quando tiver uma oportunidade, ok?","告诉他有时间就回家看看，好吗？"
"...","Teen beetle","...","…","...","...","...","...","……","…","……"
"???","Teen beetle","???","???","???","???","¿¿??","???","???","???","？？？"
"Did I seriously just get kicked out of home???","Teen beetle","Zer?? Benetan etxetik ostikoz atera nautela???","Hat man mich wirklich gerade aus meinem Zuhause geschmissen?!","C'est moi où je viens de me faire virer de chez moi ???","Mi hanno davvero appena cacciato di casa???","¿De verdad me acaban de echar de casa?","Меня что, серьезно только что выгнали из дома???","オレ マジで家を おいだされた???","É sério que eu acabei de ser enxotado de casa???","不是吧，我真的被踢出家门了？？？"
"I'll just have to live here now I guess??","Teen beetle","Beraz, hemen bizi beharko naiz orain??","Dann lebe ich jetzt wohl einfach hier!","J'ai plus qu'à m'installer ici, alors ??","Quindi è qui che vivo adesso?","Pues supongo que tendré que vivir aquí ahora...","И где мне теперь жить, здесь, что ли?","ってことは ここに すむしか ないのかな??","Melhor eu montar acampamento aqui mesmo então…","那我就要在这里生活了？？"
"Help yourself to some dung. It's my favourite!","Teen beetle","Hartu gorotz pixkat zuretzat. Nire gogokoena da!","Nimm dir ruhig etwas von dem Mist. Gibt nix Besseres!","Sers-toi en bouse. J'adore ça !","Prendi pure un po' di sterco: è il mio preferito!","Sírvete un poco de estiércol. ¡Es mi favorito!","Угощайся навозом. Это мой любимый!","フン食べなよ。オレの だいこうぶつなんだ！","Pode levar esse esterco. É o meu favorito!","你自己拿些粪便吧。这是我的最爱！"
"Very energy dense!","Teen beetle","Energiaz topera dago!","Liefert total viel Energie.","C'est plein de vitamines !","È un concentrato di energia!","¡Da mucha energía!","Очень питательный!","エネルギー まんタンに なるぞ！","Dá muita energia!","热量非常高！"
"Help yourself to some dung, neighbour!","Teen beetle","Hartu gorotz pixkat zuretzat, auzoa!","Nimm dir ruhig etwas von dem Mist, Nachbarin.","Sers-toi en bouse, voisine !","Prendi pure un po' di sterco, sorella!","¡Sírvete un poco de estiércol, vecina!","Угощайся навозом, соседка!","フン食べていいよ。おとなりさん！","Vai um esterco, vizinha?","你自己拿些粪便吧，邻居！"
"Fresh dung is the best dung!","Teen beetle","Gorotz freskoa da gorotzik gozoena!","Frischer Mist ist der beste Mist!","La bouse fraîche, y'a rien de mieux !","Niente batte lo sterco fresco!","¡El estiércol fresco es el mejor!","Свежий навоз — лучший навоз!","フンは しんせんなやつに かぎるよな！","Esterco fresco é o que tem de melhor!","新鲜粪便，最好的粪便！"
"Pushing a great big ball of dung is one of the best workouts!","Generic beetle","Ez dago gorotz bola handi bat bultzatzea baino ariketa hoberik!","Einen großen Mistklumpen zu rumzuschieben ist das beste Training!","Pousser une grosse boule de bouse, c'est le top pour se faire les muscles !","Far rotolare una grossa palla di sterco è il miglior esercizio che ci sia!","¡Una de las mejores formas de hacer ejercicio es empujar una bola gigantesca de estiércol!","Толкание огромного навозного шарика — одно из лучших упражнений!","うんどうするなら 大きなフンの玉を ころがすに かぎる！","Empurrar uma bola gigante de esterco é um dos melhores exercícios!","推一个又大又圆的粪球是世界上最好的锻炼！"
"Hey there friend!","Generic beetle","Iepa lagun!","Hallo, Kumpel!","Salut, l'amie !","Ehilà, amica!","¡Hola, amiga!","Привет, подруга!","やあ そこの！","Olá, amiguinha!","你好啊，朋友！"
"Welcome to Dungtown!","Generic beetle","Ongi etorri Gorotzerrira!","Willkommen in Mistropolis!","Bienvenue à Bouseville !","Benvenuta a Stercopoli!","¡Bienvenida a Estiercópolis!","Добро пожаловать в Навозоград!","フンタウンへようこそ！","Bem-vinda à Estercume!","欢迎来到粪城！"
"Heeeyyy! Wassup my dude?","Redback spider","Ieeeeeeep! Zeeeer beeerri, txoooo?","Heyyy! Was geeeht, Alter?","Hééééé ! Ça roule, cousine ?","Eeehiii! Come butta?","¡Eeeeeh! ¿Qué pasa, tía?","Йоу! Че как?","ヘーーーーイ！　ちょうし どうだぁ？","Iaêê! Que é que manda, minha chapa?","嗨哟！你好吗，伙计？"
"You like my super secret chill-out zone?","Redback spider","Gustatzen zaizu erlaxatzeko prestatu dudan leku super sekretu hau?","Gefällt dir meine supergeheime Chillzone?","Tu aimes mon coin détente super secret ?","Ti piace la mia super zona relax?","¿Te mola mi garito supersecreto de relax?","Зацени мой суперсекретный чилаут!","オレのスーパーシークレット チルアウトゾーン、どお？","Curtiu o meu esconderijo supersecreto?","喜欢我的超级秘密放松区吗？"
"That's awesome, dude.","Redback spider","Demasa, txo.","Das ist mega, Alter.","Génial.","Fooorte, zia.","Es increíble, tía.","Чувак, это просто супер.","めっちゃ いいじゃ～ん。","Irado, truta!","太牛了，伙计。"
"You can hang here like all day if you want!","Redback spider","Nahi baduzu egun osoa pasa dezakezu hemen!","Kannst den ganzen Tag hier abhängen, wennde willst!","Tu peux rester toute la journée si ça te dit !","Cioè, puoi stare qui anche tutto il giorno, se ti va!","¡Puedes tirarte todo el día por aquí si te apetece!","Если хочешь, можешь зависнуть тут хоть на весь день!","1 日中ここにいても ぜんぜんいい～みたいな！","Pode ficar aqui o dia inteiro se quiser!","可以在这里耗上一整天！"
"Keep it chill my dude!","Redback spider","Erlaxatu, txo!","Immer cool bleiben, Alter!","Tranquille, cousine !","Rilassati e goditi la vita!","¡No te rayes, colega!","Расслабься!","チルにいこうぜ～！","Relaxa aí, amiguinha!","保持放松，伙计！"
"Heya skater girl!","Skate Bird","Ei, skate-neska!","Hey, Skatergirl!","Yo mam'zelle !","Ehi, amica di skate!","¡Hola, chica skater!","Превед, скейт-герл!","ヘイ！　スケーターガール！","Iaêê, rainha do esqueite!","嗨，滑板女孩！"
"It me, skatebirb!","Skate Bird","Skatebirb hemen!","Ich bin’s, Skatebird!","Ch'uis skate bird !","Sono io, Skatebirbo!","¡Soy yo, el pájaro skater!","Йа скейт-птицо!","ぼく スケートバード！","Passarim esqueitista na área!","是我，滑板鸟儿！"
"I been tryin teach all dem ants to skate.","Skate Bird","Iñurri guzti hoiei skatean ibiltzen erakusten ai naun.","Hab versucht, den Ameisen das Skaten beizubringen.","J'essaie d'apprendre le skate à mes potes fourmis.","Ci ho provato a insegnare alle formiche a skateare...","He estado intentado enseñarles a las hormigas a hacer skate.","Пытаюсь научить муравйофф кататсо.","アリにスケボーを教えてたんだ。","Tô tentando ensiná as formiga a anda de esqueite.","我一直想教那些蚂蚁玩儿滑板。"
"Dey got de right attitude, but... still working on technique.","Skate Bird","Yarrera egokia diten, bañaa... teknika exkaxaaa.","Die sind lässig drauf, aber die Technik … braucht noch Arbeit.","Elles ont la motiv', mais... y'a encore du boulot.","Cioè, si atteggiano giusto, ma... c'è da lavorare sulla tecnica.","La actitud la tienen, pero... les falta técnica.","Настрой правильный, но... над техникой еще надо поработать.","みんな気合は じゅうぶん……あとはテクニックだけ。","Elas têm a atitude, mas falta técnica, sabe como é…","他们倒是态度挺好，但是吧……还在练基本动作呢。"
"U wanna show dem how it's done??","Skate Bird","Haiei nooola ittean erakutsi nahi?","Willste denen zeigen, wie’s läuft?","Tu veux leur montrer comment tu gères ??","Vuoi fargli vedere tu come si fa?","¿Les quieres enseñar cómo se hace?","Покажешь им высший класс?","お手本とか見せてくれる？","Qué mostra pra elas como se faz?","要不你给他们演示下？？"
"Heck yes!","Skate Bird","Itzel!","Aber hallo!","D'la balle !","Eeevvaaai!","¡Toma ya!","Восторг!","すごい！","Issaêê!","噢耶！"
"Clear de park, ants! We about to see some sick moves!","Skate Bird","Hustu pista, iñurriak! Oain mugimendu zoroooak ikusiko ttuzue!","Ab geht er, Ameisen! Gleich sehen wir ’n paar krasse Moves!","Libérez la piste, les gonzesses ! Matez un peu sa technique !","Smammare, formiche! State per vedere dei trick che spaccano!","¡Haced hueco, hormigas! ¡Vais a flipar con estos movimientos!","Муравьи, расчищайте поляну! Сейчас вы увидите кое-что отпадное!","アリたち！　ばしょを あけて！　シックなムーブが見られるよ！","Libera espaço, formigada, que agora a chapa vai esquentá!","清空公园，蚂蚁们！准备好看超牛表演！"
"U ready to skate??","Skate Bird","Irrixtatzeko prest??","Alles klar zum Skaten?!","T'es prête à skater ??","Pronta a skateare?","¿Lista para hacer skate?","Готова кататсо???","スケボーする？","Pronta pra arrasar?","准备好开始滑了？？"
"Sick! Let's get u ur board!","Skate Bird","Hoi den-eta! Eeemaiozue taula bat!","Krass! Checken wir dir ’n Board ab!","Cool ! J'vais te chercher un skate !","Grande! Recuperiamo una tavola!","¡Mola! ¡Vamos a por tu tabla!","Жжошь! Тебе нужен свой скейт!","うれし～！　ボード もってきて！","Irado! Vâmo arrumá um esqueite pra tu!","赞！给你拿来你的滑板！"
"Okies, u come back whenever u feel like skating!","Skate Bird","Itzel, buelta hadi irrixtatzeko prest hagoanean!","Okay, schau einfach vorbei, wennde Skaten willst!","Pas de prob, reviens quand ça te dit de rouler !","Come vuoi. Torna quando vuoi spaccare due rampe!","Genial, ¡vuelve cuando te apetezca hacer skate!","Оки! Приходи, когда захочешь покататсо!","おっけぃ。またスケボーしたくなったら もどってきて！","Pode crê! Quando quiser andar mais, é só chegar aqui!","得了，想玩儿滑板随时来找我哈！"
"Gnarly Mate!","Skater ant","Bikain, txo!","Abgefahren!","Chan-mé, frangine !","Fiiico!","¡Qué hay, colega!","Отпад!","よう ヤベーなー！","Animal, truta!","太牛了，伙计！"
"That bird is a ripper skater!","Skater ant","Txori hori irristatzeko jaio zen!","Der Vogel ist ein kranker Skater, Mann!","Matez un peu notre pro du skate !","Quell'uccellino spacca con lo skate!","¡Ese pájaro es un skater que lo flipas!","Эта птица — нереальный скейтер!","あの鳥、やべースケーターだぜ！","Aquela ave é fera no esqueite!","那只鸟是滑板大牛！"
"I'm always doing a boneless!","Skater ant","Bizkarrezurra gelatinazkoa dauka!","Ich mach immer ’nen Boneless!","Ma figure préférée, c'est le ollie. Pourtant je suis pas fatigué !","Certo che non ho spina dorsale...","¡A mí me recorre un hormigueo con cada truco!","Я всегда держу стойку!","とくいわざはアーリーグラブだぜ！　なんせ……","Minhas patas já tão começando a formigar…","二维的我，一直想学会三维的手抓板技巧！"
"Get it... ?","Skater ant","Ulertzen... ?","Haste kapiert …?","Tu piges... ?","Sono un invertebrato!","¿Lo pillas?","Дошло?..","アリだからな！","Sacou…?","你明白吧……？"
"This park is so rad!","Skater ant","Parke hau izugarria da!","Dieser Park ist so extrem!","Il est trop stylé, ce parc !","'sto skate park spacca troppo!","¡Este parque lo peta!","Этот парк суперкрутой!","このスケートパーク マジ アツいよなー！","Essa pista é mó irada, aí!","这个公园太拉风了！"
"This park is so secret!","Skater ant","Parke hau sekretua da!","Dieser Park ist top secret!","Ce parc est bien caché !","È troppo segreto!","¡Este parque es muy secreto!","Этот парк суперсекретный!","このスケートパーク マジ ヒミツいよなー！","Essa pista é um achado!","这个公园太隐秘了！"
"No posers ever find it!","Skater ant","Itxurati harroputzek ez dute inoiz aurkituko!","Poser werden den nie finden!","Aucun relou ne viendra nous embêter !","I poser non lo troveranno mai!","¡Aquí solo encontrarás gente auténtica!","Ламеры его никогда не найдут!","ニセモノは ぜったい たどりつけねーよなー！","Só quem manja conhece.","那些打卡拍照的虫都找不到这里！"
"Hey pal!","Generic engineering ant","Ei, adiskide!","Hey, Kumpel.","Salut, l'amie !","Ehi, amica!","¡Hola, colega!","Привет!","やあ そこの！","Ei, amiguinha!","你好，朋友！"
"You got a minute?","Generic engineering ant","Baduzu unetxo bat?","Hast du ’ne Minute?","Tu as une minute ?","Hai un minuto?","¿Tienes un segundo?","Есть минутка?","ちょっと いいか？","Tem um minuto?","你有时间吗？"
"We were working on a new tunnel here when the roof caved in.","Generic engineering ant","Tunel batean lanean ari ginen, eta lurjausi bat egon da.","Wir haben an einem neuen Tunnel gearbeitet, als das Dach einstürzte.","On était en train de bosser sur un nouveau tunnel, mais le plafond s'est effondré.","Stavamo lavorando a una nuova galleria, ma il soffitto ha ceduto.","Estábamos trabajando en un nuevo túnel cuando el techo se ha venido abajo.","Мы тут строили новый туннель, и он обвалился.","ここで新しいトンネルを作ってたときに、てんじょうが おちてきてさ。","Estávamos trabalhando em um novo túnel quando o teto cedeu.","屋顶塌陷的时候，我们正在这里修一条新隧道。"
"My Comrades are heading back to get more supplies now,","Generic engineering ant","Burkideak hornigai bila joan dira bueltan,","Meine Genossinnen sind auf dem Weg zurück, um mehr Material zu holen,","Mes camarades ont fait demi-tour pour aller chercher du matériel,","I miei compagni stanno tornando indietro per fare rifornimento,","Mis camaradas han vuelto a por más suministros,","Мои товарищи идут обратно за стройматериалами,","同志（どうし）たちは さっき ぶっしあつめに もどっていったんだが、","Meus camaradas voltaram pra pegar mais suprimentos,","我们的同志们已经回去取补给了，"
"but our spider-bot is still stuck under the rubble!","Generic engineering ant","baina gure armiarmabot-a hondakinen pean harrapatua dago!","aber unser Spinnenbot ist noch immer verschüttet.","mais notre mécaraignée est toujours coincée sous les gravats !","ma il nostro ragnobot è ancora bloccato sotto le macerie!","¡pero nuestro aracnobot sigue atascado bajo los escombros!","но наш робопаук застрял под обломками!","じつはスパイダーボットが まだガレキの下なんだ。","mas a nossa aranha-robô ainda tá presa entre os escombros!","但是我们的机器蛛陷在瓦砾里了！"
"Think you could help me hoist him out of there?","Generic engineering ant","Lurpetik ateratzen laguntzerik bai?","Meinst du, du könntest mir bei der Bergung helfen?","Tu pourrais m'aider à la sortir de là ?","Non è che potresti aiutarmi a tirarlo fuori da lì sotto?","¿Te importaría ayudarme a sacarlo de ahí?","Поможешь мне его вытащить?","ひっぱりだすのを てつだってくれないかな？","Consegue me ajudar a tirá-la de lá?","你能帮我把他拉上来吗？"
"Recover the spider-bot","Journal quest text","Berreskuratu armiarmabot-a","Birg den Spinnenbot","Sors la mécaraignée des décombres","Recupera il ragnobot","Recupera el aracnobot","Откопать робопаука","スパイダーボットを かいしゅうする","Recupere a aranha-robô","恢复机器蛛"
"Can you help me hoist the bot out of this rubble?","Generic engineering ant","Lagun nazakezu hondakinetatik robota berreskuratzen?","Kannst du mir helfen, den Bot aus dem Schutt zu heben?","Peux-tu m'aider à sortir le robot des gravats ?","Mi aiuteresti a tirare fuori dalle macerie il ragnobot?","¿Puedes ayudarme a sacar el robot de los escombros?","Поможешь мне вытащить робопаука из-под завала?","ガレキの中からロボットを ひっぱりあげてくれるかい？","Consegue me ajudar a tirar a aranha-robô dos escombros?","你能帮我把机器蛛从瓦砾里拉上来吗？"
"Thanks bud.","Generic engineering ant","Milesker, lagun.","Danke, Kumpel.","Merci, l'amie.","Grazie, amica.","Gracias, colega.","Спасибо, паучок.","ありがとう。","Valeu, amiguinha.","谢了，伙计。"
"Those old bots are real hard to replace.","Generic engineering ant","Robot zahar hauek ordezkatzea oso zaila izaten da.","Diese alten Bots sind schwer zu ersetzen.","Ces vieux robots ne sont pas faciles à remplacer.","Questi vecchi ragnobot sono difficili da rimpiazzare.","Estos viejos robots no son fáciles de sustituir.","Этих старых роботов трудно заменить.","こういう古いロボットは かわりも なかなか なくてさ。","Esse robôs antigos são difíceis de substituir.","这些老机器虫真是难以取代。"
"You're a lifesaver!","Generic engineering ant","Gure salbatzailea zara!","Was würden wir nur ohne dich tun?!","Tu me sauves la vie !","Ci hai salvato la vita!","¡Qué haría sin ti!","Ты нас спасла!","本当に たすかったよ！","Você salvou a minha vida!","你真是帮了我的大忙！"
"I'm just keeping watch of the worksite while I wait for more supplies.","Generic engineering ant","Lan-eremua zaintzen ari naiz, hornigaiak iritsi bitartean.","Ich behalte hier nur alles im Auge, bis weiteres Material ankommt.","Je monte juste la garde sur le chantier en attendant le réapprovisionnement.","Tengo d'occhio il cantiere, mentre aspetto che tornino coi rifornimenti.","Estoy vigilando el lugar de trabajo mientras traen más suministros.","Я просто слежу за стройплощадкой и жду материалы.","わたしは ぶっしが来るまで げんばを見はるとしよう。","Vou ficar aqui cuidando do canteiro de obras enquanto aguardo pelos suprimentos.","我等补给的时候会继续看着这个工地的。"
"zhoooOOOOM!","Spider-bot","zhoooOOOOM!","zooooOOOOOM!","zhoooOUUUM !","zoooOOOM!","¡BROOOOOOM!","Вж-ж-ж-Ж-Ж-Ж!","ズウゥゥゥゥゥン！","zhoooOOOOM!","轰隆隆！"
"[GREETINGS STRANGER]","Spider-bot","[KAIXO, EZEZAGUNA]","[SEI GEGRÜSST, FREMDE]","[BONJOUR, ÉTRANGÈRE]","[SALVE ESTRANEA]","[SALUDOS, DESCONOCIDA]","[ЗДРАВСТВУЙ, НЕЗНАКОМКА]","[ゴキゲンヨウ　見知ラヌ 虫ヨ]","[SAUDAÇÕES, ARANHA]","[你好陌生虫]"
"[GREETINGS ENGINEER]","Spider-bot","[KAIXO, INGENIARIA]","[SEI GEGRÜSST, PIONIERIN]","[BONJOUR, INGÉNIEURE]","[SALVE GENIERA]","[SALUDOS, INGENIERA]","[ЗДРАВСТВУЙ, ИНЖЕНЕР]","[ゴキゲンヨウ　エンジニアヨ]","[SAUDAÇÕES, ENGENHEIRO]","[你好工程师]"
"[YOUR RESCUE IS APPRECIATED]","Spider-bot","[ESKERTZEN DA ERRESKATEA]","[DEINE RETTUNG WIRD HOCHGESCHÄTZT]","[MERCI POUR VOTRE SAUVETAGE]","[GRAZIE DEL SALVATAGGIO]","[SE AGRADECE EL RESCATE]","[БЛАГОДАРЮ ЗА СПАСЕНИЕ]","[きゅうしゅつニ かんしゃシマス]","[AGRADEÇO PELO RESGATE]","[感谢你的援助]"
"[THIS SPIDERBOT HAS BEEN DAMAGED]","Spider-bot","[ARMIARMABOT HAU KALTETUA DAGO]","[DIESER SPINNENBOT WURDE BESCHÄDIGT]","[VOTRE MÉCARAIGNÉE A ÉTÉ ENDOMMAGÉE]","[IL RAGNOBOT È DANNEGGIATO]","[ESTE ARACNOBOT HA SIDO DAÑADO]","[ЭТОТ РОБОПАУК ПОВРЕЖДЕН]","[スパイダーボットハ そんしょうヲ ウケマシタ]","[ESTA UNIDADE FOI DANIFICADA]","[这台机器蛛已经损坏]"
"[PLEASE RETURN TO BASE FOR REPAIRS]","Spider-bot","[ITZULI BASERA KONPONKETARAKO]","[BITTE ZUR REPARATUR ZUR BASIS BRINGEN]","[VEUILLEZ LA RENVOYER À LA BASE POUR RÉPARATIONS]","[INVIARE ALLA BASE PER LE RIPARAZIONI]","[DEVOLVEDLO A LA BASE PARA REPARARLO]","[ВЕРНИТЕСЬ НА БАЗУ ДЛЯ ПОЧИНКИ]","[きょてんニ モドリ しゅうりヲ オコナッテ クダサイ]","[POR FAVOR, RETORNE-A À BASE PARA REPAROS]","[请返回基地进行维修]"
"Little spider!","PRINCESS Bee","Armiarmatxo!","Kleine Spinne!","Petite araignée !","Ragnetta!","¡Arañita!","Паучок!","小さなクモさん！","Aranhinha!","小蛛儿！"
"How's your boyfriend going?","PRINCESS Bee","Zer moduz dago zure mutil-laguna?","Wie geht’s deinem Freund?","Comment se porte ton bien-aimé ?","Come sta il tuo fidanzato?","¿Cómo le va a tu novio?","Как поживает твой парень?","あなたの こいグモさんは お元気？","Como vai o seu namorado?","你男朋友怎么样了？"
"A prime opportunity just opened up since we sent that nasty bird away.","PRINCESS Bee","Aukera interesgarri bat sortu zaigu txoritzar gorrotagarri hura uxatu dugunetik.","Jetzt, da dieser schreckliche Vogel weg ist, bietet sich uns eine einmalige Möglichkeit!","Depuis que nous avons chassé ce vilain oiseau, on m'a offert une occasion en or.","Ora che abbiamo cacciato quell'uccellaccio, ho deciso di cogliere una grande opportunità.","Al expulsar a ese desagradable pajarraco, se me ha presentado una oportunidad magnífica.","Мы избавились от злобной птицы, и теперь жизнь заиграет новыми красками.","じつは あの にくらしい鳥を おいはらったことで、またとないチャンスが めぐってきたの。","Uma oportunidade de ouro surgiu desde que expulsamos aquela ave terrível.","自从我们赶走那只坏鸟之后，一个绝佳的机会就出现了。"
"I'm going to build my new hive on the magic island!","PRINCESS Bee","Nire erlauntza berria uharte magikoan eraikiko dut!","Ich werde auf der magischen Insel einen neuen Stock errichten!","Je vais pouvoir construire ma nouvelle ruche sur l'île enchantée !","Ho intenzione di costruire il mio alveare sull'isola magica!","¡Voy a construir mi nueva colmena en la isla mágica!","Я построю свой улей на волшебном острове!","わたし、あの まほうの しまに、新しい すを作ろうと思うの！","Eu vou construir a minha nova colmeia na ilha mágica!","我要在魔法岛建立我的新蜂群！"
"Isn't that exciting??","PRINCESS Bee","Zoragarria, ezta??","Ist das nicht aufregend?","C'est génial, non ?!","Non è un'idea fenomenale?","¿A que es genial?","Здорово, правда?","すばらしいと思わない??","Não é demais?!","太让虫激动了，对不对？？"
"Anyway, I'm glad I caught you here. I was just about to head out!","PRINCESS Bee","Edonola ere, pozten nau zu hemen aurkitu izanak. Harantz abiatzear nago!","Ich bin jedenfalls froh, dich hier erwischt zu haben. Ich wollte gerade aufbrechen!","En tout cas, je suis contente de te croiser maintenant, j'allais justement sortir !","Comunque, sono felice di averti vista. Stavo giusto per partire!","Bueno, me alegro de haberte visto aquí. ¡Estaba a punto de irme!","Рада, что застала тебя. Я уже собралась улетать!","とにかく ここで あなたに お会いできてよかった。ちょうど しゅっぱつする ところだったの！","Enfim, ainda bem que encontrei você aqui. Estava prestes a partir!","总之呢，很高兴在这里遇到你。我要出发了！"
"I'll see you around, buddy.","PRINCESS Bee","Berriro ikusi arte, laguna.","Man sieht sich, Buddy.","À plus tard, copine.","Ci si vede, amica.","Nos vemos, amiga.","До скорого, подруга!","また会いましょうね。","Te vejo por aí, amiguinha.","再见了，小家伙。"
"I'll see you around,  princess spider.","PRINCESS Bee","Berriro ikusi arte, armiarma printzesa.","Man sieht sich, Spinnenprinzessin.","À plus tard, princesse araignée.","Ci si vede, principessa ragno.","Nos vemos, princesa araña.","До скорой встречи, принцесса-паучок.","近いうちにまた会いましょう。クモの王女さま。","Te vejo por aí, princesa aranha.","再见了，小蛛儿公主。"
"Don't go on any big adventures without me!","PRINCESS Bee","Ez zaitez abentura handietara abiatu ni gabe!","Geh auf keine großen Abenteuer ohne mich!","Ne pars pas à l'aventure sans moi, d'accord ?","Non osare andare all'avventura senza di me!","¡No te vayas de aventuras sin mí!","Обязательно позови меня, если надумаешь отправиться в новое приключение!","わたしぬきで ぼうけんに出ちゃ イヤよ！","Não comece nenhuma aventura sem mim!","再进行大冒险的话一定要带上我！"
