"ID","English","English Asia","French","German","Spanish","Portuguese","Russian","Japanese","Korean","Chinese (traditional)","Chinese (simplified)",@
"gd_intro4re","You're welcome to stop by any time you like, Reaper.","You're welcome to stop by any time you like Reaper.","Reviens quand tu veux, Faucheur, tu es toujours le bienvenu.","Du kannst mich besuchen, wann immer du magst, Schnitter.","Etorri bisitan nahi duzunean, segari.","Fique à vontade para passar por aqui quando quiser, ceifador.","Я всегда буду рад видеть тебя, жнец.","またいつでも来てくれよ、リーパーさん。","이런 때 그대같은 사신이 있다니 참으로 반갑군.","歡迎你隨時過來坐坐，收魂者。","欢迎你随时过来，收割者。",@
"gd_hit","I'm still alive, but thank you so much for trying again.","I'm still alive, but thank you so much for trying again.","Je suis toujours en vie, mais merci d'avoir encore essayé.","Ich lebe immer noch, aber danke, dass du‘s noch mal versucht hast.","Oraindik bizirik nago, baina milesker berriro saiatzeagatik.","Ainda vivo, mas fico feliz que tenha tentado de novo.","Спасибо за попытку убить меня, но я все еще жив.","まだピンピンしてるぞ。すまない、苦労をかけるね。","아직 살아있긴 하네만, 도와주느라 애써줘서 고맙네.","我還活著，但非常感謝你一再地嘗試。","我还活着，但是谢谢你愿意尝试。",@
"old_crow_intro","Oh,[beat] hello Fledgling.
Sorry about the crack on the head... [beat]But... [beat]I needed that soul.","Oh,[beat] hello Fledgling.
Sorry about the crack on the head... [beat]But... [beat]I needed that soul.","Oh...[beat] Salut, l'Oisillon.
Désolé pour le coup sur la tête... [beat]Mais... [beat]J'avais besoin de cette âme.","Oh.[beat] Hallo, Grünschnabel!
Das mit dem Schlag auf den Kopf tut mir leid. [beat]Aber ... [beat]ich brauchte diese Seele.","Oh,[beat] kaixo, lumatsu.
Barkatu emandako burukoagatik... [beat]Baina... [beat]arima horren beharra neukan.","Ah,[beat] olá, jovem.
Me desculpe pelo cascudo... [beat]Mas... [beat]Eu precisava daquela alma.","Привет,[beat] птенчик.
Прости за тот удар по голове... [beat]Просто... [beat]Мне была нужна эта душа.","おお、[beat]ひよっこか。
さっきはすまなかったな。[beat]だが…[beat]私にはあのソウルが必要なのだ。","아,[beat] 반갑군 신참.
머리는 미안하게 생각해... [beat]하지만... [beat]그 영혼이 필요했었어.","哦，[beat] 你好呀，菜鳥。
很抱歉打了你的頭... [beat]但... [beat]我需要那條靈魂。","哦，[beat]你好啊，小雏鸟。
抱歉给你头上来了一下……[beat]但……[beat]我需要那个灵魂。",@
"old_crow_intro2","You see,[beat] I was a reaper,[pause] just like you…
Years ago, [beat]my assignment evaded capture. [pause]It took many months to track it down to this location.
Upon arrival I discovered it had somehow passed <i>through</i> this door.[pause] Inconceivable...
Do you know where we are, [beat]Fledgling?","You see,[beat] I was a reaper,[pause] just like you…
Years ago, [beat]my assignment evaded capture. [pause]It took many months to track it down to this location.
Upon arrival I discovered it had somehow passed <i>through</i> this door.[pause] Inconceivable...
Do you know where we are, [beat]Fledgling?","Tu sais,[beat] j'étais Faucheur aussi,[pause] comme toi...
Il y a des années, [beat]ma cible m'a échappé. [pause]Il m'a fallu des mois pour retrouver sa trace.
En arrivant, j'ai découvert qu'elle avait <i>franchi</i> cette porte.[pause] C'est incroyable...
Sais-tu où nous sommes, [beat]Oisillon ?","Weißt du,[beat] ich war auch mal ein Schnitter ...[pause] genau wie du.
Vor Jahren [beat]ist mir mein Auftragsziel durch die Lappen gegangen. [pause]Ich habe viele Monate gebraucht, um es an diesem Ort hier aufzuspüren.
Als ich ankam, musste ich feststellen, dass es irgendwie <i>durch</i> diese Tür gegangen war.[pause] Unvorstellbar...
Weißt du, wo wir sind, [beat]Grünschnabel?","Izan ere,[beat] ni ere segaria nintzen,[pause] zu bezalaxe…
Behin, duela urte asko, [beat]esleitutako arima ezin harrapatu nenbilen. [pause]Hilabete ugari behar izan nituen bere lorratzari jarraitzeko.
Zegoen lekura iristean, deskubritu nuen nola edo hala ate hau <i>zeharkatu</i> zuela.[pause] Sinestezina...
Ba al dakizu zer den hau, [beat]lumatsu?","Sabe,[beat] já fui ceifador,[pause] assim como você...
Anos atrás, [beat]minha alma designada fugiu da captura. [pause]Foram necessários muitos meses para descobri-la neste local.
Ao chegar, descobri que ela tinha, de certa forma, <i>passado</i> por esta porta.[pause] Inconcebível...
Sabe onde estamos, [beat]jovem?","Видишь ли,[beat] когда-то я тоже был жнецом,[pause] прямо как ты...
Много лет назад [beat]порученная мне душа сбежала. [pause]Мне пришлось выслеживать ее на протяжении долгих месяцев.
Но когда я прибыл сюда в ее поисках, то обнаружил, что каким-то образом душа прошла <i>через</i> эти врата.[pause] Уму непостижимо...
Знаешь, что это за место, [beat]птенчик?","見てのとおり、[beat]私もかつてはリーパーだった。[pause]ちょうど君のように…
数年前、[beat]私が刈るはずだったターゲットに逃げられてしまってな。[pause]何ヵ月もかけて、この地に追いつめたのだ。
しかし、どういうわけか、あれはこの扉を通って逃げたらしい。[pause]ありえんことだが…
ひよっこよ、君はここがどこだか知っているか？","알겠지만, [beat] 나도 사신이었어.[pause] 자네처럼 말이지...
몇 년 전에, [beat]내 할당량을 놓쳐버렸었어. [pause]이 장소까지 추적하는 데 몇 달이나 걸렸지.
도착하니까 어떻게인지 이 영혼이 문을 <i>통과</i>했다는 걸 알게 되었어.[pause] 말도 안 되지...
우리가 지금 어디에 있는지 아나, [beat]신참?","你知道，[beat] 我是個收魂者，[pause] 就像你一樣…
幾年前， [beat]指派給我的靈魂逃脫了捕捉。 [pause]我在這地方花了好幾個月追捕他。
到達這裡以後，我發現它已經用某種方法 <i>通過</i> 這道門。[pause] 完全讓人想不到...
你知道我們在哪裡嗎， [beat]菜鳥？","是这样，[beat]我也曾是个收割者，[pause]就像你一样……
多年前，[beat]我的委托目标逃脱了捕获。[pause]我花了几个月，才追踪它到了这个地方。
我到了这里，发现它不知怎的从这扇门<i>穿了过去</i>。[pause]真是匪夷所思……
你知道我们在哪儿吗，[beat]小雏鸟？",@
"old_crow_intro_title","DEATH'S DOOR","DEATH'S DOOR","LA PORTE DE LA MORT","DIE TÜR DES TODES","HERIOREN ATEA","A PORTA DA MORTE","ВРАТА СМЕРТИ","死神の扉","죽음의 문","死亡之門","死亡门扉",@
"old_crow_intro3","The end point for all life...
I thought it was just a legend...","The end point for all life...
I thought it was just a legend...","La fin de toute vie...
Je pensais que c'était une légende...","Hier findet alles Leben sein Ende...
Ich dachte, das sei nur so eine Geschichte.","Bizi ororen amaierako puntua...
Uste nuen kondaira bat baino ez zela...","O fim da linha de toda vida...
Eu pensava que fosse só uma lenda...","Конец пути, где обрываются все жизни...
Мне казалось, это все выдумки...","あらゆる生命の終着点…
ただの言い伝えと思っていたが…","만물의 종착지야...
전설일 줄만 알았는데...","所有生命的終點...
我以為那只是一個傳說...","一切生命的终点啊……
我还以为那只是个传说……",@
"old_crow_intro4","As you know, all doors are powered by the energy of Souls.
Perhaps, [beat]with a truly monumental amount of power, [beat]even this one could be forced open…
Sadly, [beat]the soul I stole from you was not enough.","As you know, all doors are powered by the energy of Souls.
Perhaps, [beat]with a truly monumental amount of power, [beat]even this one could be forced open…
Sadly, [beat]the soul I stole from you was not enough.","Comme tu le sais, les portes sont alimentées par l'énergie des âmes.
Qui sait, [beat]si je disposais d'assez de puissance, [beat]je pourrais même forcer celle-là...
Hélas, [beat]l'âme que je t'ai volée ne suffisait pas.","Wie du weißt, werden alle Türen mit Seelenenergie betrieben.
Vielleicht könnte [beat]mit einem wahrhaft gigantischen Aufwand an Energie [beat]sogar diese hier gezwungen werden, sich zu öffnen.
Leider [beat]hat die Seele, die ich dir gestohlen habe, nicht ausgereicht.","Dakizunez, ate guztiak arimen energiarekin elikatzen dira.
Baliteke, [beat]botere kopuru alimaleko bat erabiliz, [beat]ate hau ere ireki ahal izatea…
Zoritxarrez, [beat]lapurtu dizudan arima ez da nahikoa izan.","Como você sabe, todas as portas são energizadas pelas almas.
Talvez, [beat]com uma quantidade monumental de energia, [beat]dê até mesmo para abrir esta aqui...
Infelizmente, [beat]a alma que roubei de você não foi suficiente.","Как тебе известно, все врата питаются энергией душ.
Возможно, [beat]если раздобыть достаточное количество энергии, [beat]получится открыть даже эту дверь...
К сожалению, [beat]энергии души, которую я у тебя похитил, было недостаточно.","知ってのとおり、ああした扉はソウル・エナジーによって機能している。
おそらく、[beat]途方もないほどの力を集められれば、[beat]あの扉もこじあけられるだろう…
だが悲しいかな、[beat]私が君から奪ったソウルだけでは足りんようだ。","알겠지만, 모든 문은 영혼력으로 돌아가지.
내 보기에, [beat]엄청나게 많은 영혼력이 있다면, [beat]이런 문도 강제로 열어버릴 수 있을 거야...
안타깝지만, [beat]내가 훔친 영혼만으로는 부족했어.","如你所知，所有的門都是以靈魂為能源。
或許， [beat]如果擁有真正數量非常龐大的能源， [beat]就連這道門都能夠強制打開…
悲哀地， [beat]我從你那邊偷來的靈魂根本不夠。","想必你也知道，所有的门都由灵魂驱动。
也许，[beat]如果有一股极为强大的力量，[beat]那么强行打开这扇门，也不是不可能……
可惜，[beat]我从你那里偷走的灵魂还没那么强大。",@
"old_crow_intro5","I'm afraid that our fates are very much intertwined now, [beat]Fledgling.
For with your assignment incomplete, [beat]your death is now an inevitability. 
Without the soul that now resides behind this door, [beat]you are trapped,[pause] just like me...","I'm afraid that our fates are very much intertwined now, [beat]Fledgling.
For with your assignment incomplete, [beat]your death is now an inevitability. 
Without the soul that now resides behind this door, [beat]you are trapped,[pause] just like me...","Je crois-croâ que nos destins sont désormais liés, [beat]Oisillon.
Comme tu n'as pas accompli ta mission, [beat]ta mort est inéluctable.
Sans l'âme qui est maintenant derrière cette porte, [beat]tu es pris au piège,[pause] comme moi...","Ich fürchte, unsere Schicksale sind jetzt eng miteinander verflochten, [beat]Grünschnabel.
Da deine Aufgabe nicht erfüllt wurde, [beat]ist dein Tod jetzt nämlich unvermeidbar. 
Ohne die Seele, die sich jetzt jenseits dieser Tür befindet, [beat]sitzt du in der Falle,[pause] genau wie ich.","Tamalez, gure patuak elkarri loturik daude orain, [beat]lumatsu.
Izan ere, esleitutako lana burutu ezinik, [beat]zure heriotza dagoeneko ekidin ezina da. 
Orain ate honen ostean gordetzen den arima hori gabe, [beat]ez duzu irtenbiderik,[pause] nik bezala...","Creio que nossos destinos estejam interligados agora, [beat]jovem.
Agora que sua tarefa não foi concluída, [beat]sua morte se tornou algo inevitável.
Sem a alma que agora reside atrás desta porta, [beat]você está preso,[pause] assim como eu...","Боюсь, отныне наши судьбы сплетены воедино, [beat]птенчик.
Из-за невыполненного поручения [beat]тебя ждет неминуемая смерть. 
Без души, которая теперь находится за этими вратами, [beat]ты в ловушке,[pause] как и я...","ひよっこよ、私と君は運命共同体になってしまったようだ。
与えられた仕事を完了できなくなってしまった今、[beat]君もいずれ死を迎える定めにある。 
あの扉の向こうにあるソウルを手に入れなければ、[beat]君はここに閉じ込められたままだ。[pause]私と同じように…","우리 운명이 생각보다 깊게 엮여버렸구만, [beat]신참.
목표를 못 잡았으니, [beat]네 죽음도 이젠 피할 수 없게 되었어.
이 문 뒤에 있는 영혼들을 가져가지 않으면, [beat]너도 갇혀버릴 거야.[pause] 나처럼 말이지...","現在恐怕我們的命運已經嚴重糾結在一起了， [beat]菜鳥。
因為你的指派沒有完成， [beat]你的死亡現在已經無法避免。 
沒有現在處於這道門後面的靈魂， [beat]你被困住了。[pause] 就像我一樣...","看起来，现在我们的命运就交织在一起了，[beat]小雏鸟。
你既然没有完成委托，[beat]自然难逃一死。
若没有这扇门后的灵魂，[beat]你便如同身陷囹圄，[pause]就像我一样……",@
"old_crow_intro6","However, fortune may still smile upon us...
This cursed land is hidden to the Reapers, [beat]somehow untouched by the laws of nature.
The creatures here have the potential to live vastly beyond their years, [beat]growing ever larger and more powerful.","However, fortune may still smile upon us...
This cursed land is hidden to the Reapers, [beat]somehow untouched by the laws of nature.
The creatures here have the potential to live vastly beyond their years, [beat]growing ever larger and more powerful.","Mais la fortune nous sourira peut-être...
Ces terres maudites sont cachées aux yeux des Faucheurs, [beat]et comme épargnées par les lois de la nature.
Les créatures qui les hantent peuvent vivre bien au-delà de leur temps, [beat]grandissant et se renforçant sans cesse.","Aber vielleicht ist uns ja das Glück doch noch hold ...
Dieses verfluchte Land ist den Schnittern verborgen [beat]und in gewisser Weise unberührt von den Gesetzen der Natur.
Die Kreaturen, die dort leben, können weitaus älter werden als ihre Lebensspanne eigentlich vorsieht. [beat]Dabei werden sie immer größer und mächtiger.","Halere, agian zortea aldeko izango dugu...
Lur madarikatu hau ezkutatu egiten zaie segariei, [beat]naturaren legeetatik nolabait aparte balego bezala.
Hemengo izakiek haiei dagokiena baino urte askoz gehiagoz bizitzeko gaitasuna dute, [beat]normala baino gehiago haziz eta indartsuago bihurtuz.","Ainda assim, a sorte ainda pode sorrir para nós...
Essas terras malditas ficam ocultas para os ceifadores, [beat]de certa forma intocadas pelas leis da natureza.
As criaturas aqui conseguem viver muito além de sua longevidade, [beat]ficando ainda maiores e mais poderosas.","И все же удача может нам улыбнуться...
Эти проклятые земли скрыты от жнецов, [beat]и законы природы здесь не властны.
Здешние обитатели могут жить гораздо дольше положенного, [beat]становясь с годами все больше и сильнее.","しかし、手立てがないわけではない…
リーパーたちはこの呪われた地の存在を知らず、[beat]この地は自然の法則を超越している。
生き物たちは天寿をはるかに超える寿命を持ち、[beat]より大きく、より強く成長しつづけている。","그래도 행운은 아직 살아있나 본데...
이 저주받은 땅은 사신들에게 있어선 숨겨진 곳이야. [beat]자연의 법칙이 적용되지 않는 곳이지.
여기 생물들은 허락된 수명을 훨씬 넘어 살아갈 수 있어. [beat]훨씬 크고 강력해지면서 말이야.","然而，幸運還在對我們微笑...
這塊被詛咒的土地對於收魂者而言是隱藏起來的， [beat]不知怎麼的沒受到任何自然法則的影響。
這裡的生物有可能活過比壽命還長很多的時間， [beat]長得更大隻也更加強大。","话虽如此，幸运似乎还会眷顾我们……
这片诅咒之地不为收割者所知，[beat]似乎也并不受自然之理的影响。
这里的生物寿命绵延不绝，[beat]身形不断变大，力量也与日俱增。",@
"old_crow_intro7","I know of three such beings on these isles whose combined soul energy <i>could</i> grant us the power to wedge this door open.","I know of three such beings on these isles whose combined soul energy <i>could</i> grant us the power to wedge this door open.","J'en connais trois sur ces terres, dont la puissance combinée des âmes <i>pourrait</i> nous permettre d'ouvrir cette porte.","Ich weiß von drei solchen Wesen auf diesen Inseln, deren kombinierte Seelenenergie uns die Kraft verleihen <i>könnte</i>, diese Tür aufzubrechen.","Ezagutzen ditut halako hiru izaki uharteotan, eta hiruen arima-energia baturik <i>baliteke</i> ate hau irekitzeko adina botere lortzea.","Conheço três seres nestas ilhas cuja Energia de Alma combinada <i>poderia</i> nos permitir abrir essa porta.","Мне известно, что на этих островах есть три создания, [beat]чьей энергии душ, сложенных воедино, <i>может</i> хватить, чтобы прорваться за эти врата.","私はこの地に住まう3つの強大なソウルに心当たりがある。それらのソウル・エナジーを合わせれば、あの扉を<i>こじあける</i>ことができるだろう。","이 섬에는 문을 <i>열 수 있을 만큼</i>의 강력한 영혼력을 가진 존재가 셋이 있어.","我知道這座島上有三個這種大傢伙，它們的靈魂能量如果合併起來 <i>應該可以</i> 給予我們把這道門打開的力量。","据我所知，此地有三个这样的生物，它们的灵魂能量总合起来，<i>或许可以</i>提供充足的力量，把这扇门扉给弄开。",@
"old_crow_intro8","To the North lives an old Witch, [pause]obsessed with escaping the clutches of death.","To the North lives an old Witch, [pause]obsessed with escaping the clutches of death.","Au nord vit une vieille Sorcière, [pause]prête à tout pour échapper aux griffes de la mort.","Im Norden lebt eine alte Hexe, [pause]die besessen ist von dem Gedanken, den Fängen des Todes zu entrinnen.","Iparraldean sorgin zahar bat bizi da, [pause]Herioren atzaparretatik ihes egitearekin obsesionatua.","Ao norte vive uma bruxa velha [pause]obcecada em escapar das garras da morte.","К северу отсюда живет старая ведьма, [pause]одержимая поисками способа избежать смерти.","まずは北に住む老魔女。[pause]彼女は死の手から逃れたいという願望に取り憑かれている。","북쪽으로, [pause]죽음의 손길을 피하려고 혈안인 늙은 마녀가.","北方住著一位老巫婆， [pause]沉迷於逃避死亡的魔掌。","在此地之北，住着一个老巫婆，[pause]痴迷于寻觅逃脱死亡魔爪之法。",@
"old_crow_intro9","Beyond the forest to the East,[pause] a self-proclaimed King rules over the ruins of a flooded cathedral.","Beyond the forest to the East,[pause] a self-proclaimed King rules over the ruins of a flooded cathedral.","Au-delà de la forêt, à l'est,[pause] un Roi autoproclamé règne sur les ruines d'une cathédrale inondée.","Jenseits der Wälder im Osten[pause] wohnt ein selbst ernannter König, der die über die Ruinen einer überfluteten Kathedrale herrscht.","Ekialdeko oihanetik haratago,[pause] bere burua errege bilakatu duen igel batek hartu du agintea urperatutako katedral baten hondakinetan.","Além da floresta ao leste,[pause] um rei autoproclamado governa nas ruínas de uma catedral inundada.","Если пойти на восток через чащу,[pause] там самозваный король правит руинами затопленного собора.","東の森の先には[pause]王を名乗る者がいて、水に沈んだ大聖堂跡の一帯を支配している。","동쪽 숲 너머로는,[pause] 침수된 대성당 유적을 다스리는 자칭 왕 하나가.","東方的森林之外，[pause] 一個自稱的國王統治著一座被水淹沒大教堂的廢墟。","在此地之东，穿过森林，[pause]有个自立为王的家伙，统治着洪涝教堂的废墟。",@
